"PARENT COMPANY","year","GHG"
"CITY OF WHITTIER","2020",11791
"CITY OF WHITTIER","2021",11104
"CITY OF WHITTIER","2022",12979
"CITY OF WICHITA","2015",141982
"CITY OF WICHITA","2016",136024
"CITY OF WICHITA","2017",155193
"CITY OF WICHITA","2018",211840
"CITY OF WICHITA","2019",208673
"CITY OF WICHITA","2020",205329
"CITY OF WICHITA","2021",196390
"CITY OF WICHITA FALLS","2015",130012
"CITY OF WICHITA FALLS","2016",132867
"CITY OF WICHITA FALLS","2017",134861
"CITY OF WICHITA FALLS","2018",136794
"CITY OF WICHITA FALLS","2019",138376
"CITY OF WICHITA FALLS","2020",141085
"CITY OF WICHITA FALLS","2021",143776
"CITY OF WICHITA FALLS TEXAS","2022",146800
"CITY OF WICHITA KANSAS","2022",190647
"CITY OF WILLMAR MINNESOTA","2015",46208
"CITY OF WILLMAR MINNESOTA","2016",59024
"CITY OF WILLMAR MINNESOTA","2017",54017
"CITY OF WILLMAR MINNESOTA","2018",10426
"CITY OF WILLMAR MINNESOTA","2019",1
"CITY OF WILMINGTON","2015",23276
"CITY OF WILMINGTON","2016",21986.4
"CITY OF WILMINGTON","2017",20768
"CITY OF WILMINGTON","2018",19617.6
"CITY OF WILMINGTON","2019",18530.4
"CITY OF WILMINGTON","2020",17504
"CITY OF WILMINGTON","2021",16534.4
"CITY OF WILMINGTON DELAWARE","2022",15618.4
"CITY OF WINFIELD KS","2015",12689
"CITY OF WINFIELD KS","2016",3914
"CITY OF WINFIELD KS","2017",992
"CITY OF WINSTON-SALEM","2016",32293
"CITY OF WINSTON-SALEM","2017",31920
"CITY OF WINSTON-SALEM","2018",33470
"CITY OF WINSTON-SALEM","2019",54986
"CITY OF WINSTON-SALEM","2020",55174
"CITY OF WINSTON-SALEM","2021",40462
"CITY OF WINSTON-SALEM","2022",39407
"CITY PUBLIC SERVICES OF SAN ANTONIO","2021",29166
"CITY PUBLIC SERVICES OF SAN ANTONIO TEXAS","2022",29522
"CITY UTILITIES OF SPRINGFIELD","2015",2172955
"CITY UTILITIES OF SPRINGFIELD","2016",2315939
"CITY UTILITIES OF SPRINGFIELD","2017",2129769
"CITY UTILITIES OF SPRINGFIELD","2018",2906865
"CITY UTILITIES OF SPRINGFIELD","2019",1919485
"CITY UTILITIES OF SPRINGFIELD","2020",1762047
"CITY UTILITIES OF SPRINGFIELD","2021",2501315
"CITY UTILITIES OF SPRINGFIELD MISSOURI","2022",2674196
"CITY WATER & LIGHT OF JONESBORO","2015",374946.05
"CITY WATER & LIGHT OF JONESBORO","2016",348947.3
"CITY WATER & LIGHT OF JONESBORO","2017",449523
"CITY WATER & LIGHT OF JONESBORO","2018",451225.15
"CITY WATER & LIGHT PLANT OF THE CITY OF JONESBORO","2019",400839.55
"CITY WATER & LIGHT PLANT OF THE CITY OF JONESBORO","2020",227394.95
"CITY WATER & LIGHT PLANT OF THE CITY OF JONESBORO","2021",390634.5
"CITY WATER & LIGHT PLANT OF THE CITY OF JONESBORO ARKANSAS","2022",343263.7
"CIVITAS RESOURCES INC","2021",1270305
"CIVITAS RESOURCES INC","2022",1250802
"CJM OF FLORIDA LLC","2015",44448.6
"CJM OF FLORIDA LLC","2016",54776.6
"CJM OF FLORIDA LLC","2017",46646.7
"CJM OF FLORIDA LLC","2018",56974
"CJM OF FLORIDA LLC","2019",50458.5
"CJM OF FLORIDA LLC","2020",53498.6
"CJM OF FLORIDA LLC","2021",52735.2
"CJM OF FLORIDA LLC","2022",60902.9
"CJM of Florida, LLC","2010",27591.1
"CJM of Florida, LLC","2011",27097
"CJM of Florida, LLC","2012",35464.6
"CJM of Florida, LLC","2013",42007.9
"CJM of Florida, LLC","2014",47657.5
"CK TECHNOLOGIES INC","2019",709422
"CK TECHNOLOGIES INC","2020",935338
"CK TECHNOLOGIES INC","2021",963453
"CK TECHNOLOGIES INC","2022",1126040
"CLARIANT CORP","2015",19980
"CLARIANT CORP","2016",16911
"CLARIANT CORP","2017",26233
"CLARIANT CORP","2018",25158
"CLARIANT CORP","2019",29505
"CLARIANT CORP","2020",27780
"CLARIANT CORP","2021",26104
"CLARIANT CORP","2022",26160
"CLARION INDUSTRIES INC","2015",11934
"CLARION INDUSTRIES INC","2019",64807
"CLARION INDUSTRIES INC","2020",60345
"CLARION INDUSTRIES INC","2021",60969
"CLARION INDUSTRIES INC","2022",64088
"CLARIOS LLC","2020",62597
"CLARIOS LLC","2021",11450
"CLARIOS LLC","2022",344
"CLARK COUNTY BOARD OF COMMISSIONERS","2015",83514.5
"CLARK COUNTY BOARD OF COMMISSIONERS","2016",11573
"CLARK COUNTY BOARD OF COMMISSIONERS","2017",81969
"CLARK COUNTY BOARD OF COMMISSIONERS","2018",94747
"CLARK PUBLIC UTILITIES","2015",708077
"CLARK PUBLIC UTILITIES","2016",569033
"CLARK PUBLIC UTILITIES","2017",495761
"CLARK PUBLIC UTILITIES","2018",474250
"CLARK PUBLIC UTILITIES","2019",686739
"CLARK PUBLIC UTILITIES","2020",635084
"CLARK PUBLIC UTILITIES","2021",737163
"CLARK PUBLIC UTILITIES","2022",653928
"CLARKE-MOBILE COUNTIES GAS DISTRICT","2015",1855
"CLARKE-MOBILE COUNTIES GAS DISTRICT","2016",2001
"CLARKE-MOBILE COUNTIES GAS DISTRICT","2017",1786
"CLARKE-MOBILE COUNTIES GAS DISTRICT","2018",1813
"CLARKE-MOBILE COUNTIES GAS DISTRICT","2019",2167
"CLARKE-MOBILE COUNTIES GAS DISTRICT","2020",2167
"CLARKE-MOBILE COUNTIES GAS DISTRICT","2021",1982
"CLARKE-MOBILE COUNTIES GAS DISTRICT","2022",3352
"CLARKSDALE PUBLIC UTILITIES COMMISSION","2015",14329
"CLARKSDALE PUBLIC UTILITIES COMMISSION","2016",15754
"CLARKSDALE PUBLIC UTILITIES COMMISSION","2017",8595
"CLARKSDALE PUBLIC UTILITIES COMMISSION","2018",45263
"CLARKSDALE PUBLIC UTILITIES COMMISSION","2019",91575
"CLARKSDALE PUBLIC UTILITIES COMMISSION","2020",85115
"CLARKSDALE PUBLIC UTILITIES COMMISSION","2021",53436
"CLARKSDALE PUBLIC UTILITIES COMMISSION","2022",139361
"CLAY ENDICOTT PRODUCTS CO","2021",27048
"CLAY ENDICOTT PRODUCTS CO","2022",21471
"CLAYTON COUNTY BOARD OF COMMISSIONERS","2015",55064
"CLAYTON COUNTY BOARD OF COMMISSIONERS","2016",55128
"CLAYTON COUNTY BOARD OF COMMISSIONERS","2017",52163
"CLAYTON COUNTY BOARD OF COMMISSIONERS","2018",54266
"CLAYTON DUBILIER & RICE","2015",13353.84
"CLAYTON DUBILIER & RICE","2016",14025
"CLAYTON DUBILIER & RICE","2017",16197.6
"CLAYTON DUBILIER & RICE","2018",9977.13
"CLAYTON DUBILIER & RICE LLC","2019",9475.8
"CLAYTON DUBILIER & RICE LLC","2020",13918.41
"CLAYTON DUBILIER & RICE LLC","2021",12630.15
"CLAYTON DUBILIER & RICE LLC","2022",26010
"CLAYTON WILLIAMS ENERGY INC","2015",106766
"CLAYTON WILLIAMS ENERGY INC","2016",81695
"CLAYTON WILLIAMS ENERGY INC","2017",112213
"CLEAN ENERGY FUTURES - LORDSTOWN LLC","2019",2195487
"CLEAN ENERGY FUTURES - LORDSTOWN LLC","2020",2242272
"CLEAN ENERGY FUTURES - LORDSTOWN LLC","2021",2170712
"CLEAN ENERGY FUTURES - LORDSTOWN LLC","2022",2361308
"CLEAN HARBORS INC","2016",128175
"CLEAN HARBORS INC","2017",182242
"CLEAN HARBORS INC","2018",199266
"CLEAN HARBORS INC","2019",368120
"CLEAN HARBORS INC","2020",352002
"CLEAN HARBORS INC","2021",336506
"CLEAN HARBORS INC","2022",334320
"CLEAN HARBORS LLC","2015",87337
"CLEAN HARBORS LLC","2016",87622
"CLEAN HARBORS LLC","2017",87127
"CLEAN HARBORS LLC","2018",86496
"CLEAR AIR FORCE STATION","2011",85955
"CLEAR AIR FORCE STATION","2012",86702
"CLEAR AIR FORCE STATION","2013",89909
"CLEAR AIR FORCE STATION","2014",89430
"CLEARWATER PAPER CORP","2011",527692
"CLEARWATER PAPER CORP","2012",520556
"CLEARWATER PAPER CORP","2013",550199
"CLEARWATER PAPER CORP","2014",560118
"CLEARWATER PAPER CORP","2015",625359
"CLEARWATER PAPER CORP","2016",680311
"CLEARWATER PAPER CORP","2017",661989
"CLEARWATER PAPER CORP","2018",591265
"CLEARWATER PAPER CORP","2019",680968
"CLEARWATER PAPER CORP","2020",722435
"CLEARWATER PAPER CORP","2021",651039
"CLEARWATER PAPER CORP","2022",633619
"CLEARWAY ENERGY GROUP LLC","2019",287043
"CLEARWAY ENERGY GROUP LLC","2020",290729
"CLEARWAY ENERGY GROUP LLC","2021",294920
"CLEARWAY ENERGY GROUP LLC","2022",191410
"CLEARWAY ENERGY INC","2019",533421
"CLEARWAY ENERGY INC","2020",561408
"CLEARWAY ENERGY INC","2021",658279
"CLEARWAY ENERGY INC","2022",460943
"CLEARWAY ENERGY, INC","2018",69385
"CLECO CAJUN LLC","2018",172435
"CLECO CAJUN LLC","2019",151093
"CLECO CORP","2011",9209741.9056
"CLECO CORP","2012",8844541.2824
"CLECO CORP","2013",8977448.4176
"CLECO CORP","2014",8285826.3384
"CLECO CORP","2015",9506436.012
"CLECO CORP","2017",2384810.5
"CLECO CORP","2018",2633015.5
"CLECO CORPORATE HOLDINGS LLC","2017",5608308.6176
"CLECO CORPORATE HOLDINGS LLC","2018",9075120.3728
"CLECO CORPORATE HOLDINGS LLC","2019",7935864.5024
"CLECO CORPORATE HOLDINGS LLC","2020",9612820.7912
"CLECO CORPORATE HOLDINGS LLC","2021",9872092.488
"CLECO CORPORATE HOLDINGS LLC","2022",9947197.636
"CLECO CORPORATE HOLDINGS, LLC","2016",5052368.992
"CLECO Corporate Holdings, LLC","2016",4151581.5
"CLEO CORPORATE HOLDINGS LLC","2019",2689469
"CLEVELAND CLIFFS INC","2017",359251
"CLEVELAND CLIFFS INC","2018",453067
"CLEVELAND CLINIC","2011",60236
"CLEVELAND CLINIC","2012",62302
"CLEVELAND CLINIC","2013",63034
"CLEVELAND CLINIC","2014",59572
"CLEVELAND CLINIC","2015",59529
"CLEVELAND CLINIC","2016",52782
"CLEVELAND CLINIC","2017",53619
"CLEVELAND CLINIC","2018",59659
"CLEVELAND COUNTY HEALTH DEPARTMENT","2015",136612
"CLEVELAND COUNTY HEALTH DEPARTMENT","2016",139203
"CLEVELAND COUNTY HEALTH DEPARTMENT","2017",141833
"CLEVELAND COUNTY HEALTH DEPARTMENT","2018",120881
"CLEVELAND COUNTY HEALTH DEPARTMENT","2019",151974
"CLEVELAND COUNTY HEALTH DEPARTMENT","2020",132002
"CLEVELAND COUNTY HEALTH DEPARTMENT","2021",135705
"CLEVELAND COUNTY HEALTH DEPARTMENT","2022",139753
"CLEVELAND THERMAL LLC","2015",141426
"CLEVELAND THERMAL LLC","2016",111563
"CLEVELAND THERMAL LLC","2017",64137
"CLEVELAND THERMAL LLC","2018",69538
"CLEVELAND THERMAL LLC","2019",65360
"CLEVELAND THERMAL LLC","2020",57706
"CLEVELAND THERMAL LLC","2021",55949
"CLEVELAND THERMAL LLC","2022",59287
"CLEVELAND THERMAL, LLC","2011",167312
"CLEVELAND THERMAL, LLC","2012",153616
"CLEVELAND THERMAL, LLC","2013",171403
"CLEVELAND THERMAL, LLC","2014",167199
"CLEVELAND-CLIFFS INC","2018",1996799
"CLEVELAND-CLIFFS INC","2019",2194702
"CLEVELAND-CLIFFS INC","2020",27234614
"CLEVELAND-CLIFFS INC","2021",28753978.52
"CLEVELAND-CLIFFS INC","2022",24977353.4
"CLF PinnOak LLC","2010",51319
"CLIFFS NATURAL RESOURCES","2011",3729807.15
"CLIFFS NATURAL RESOURCES","2012",4593895.43
"CLIFFS NATURAL RESOURCES","2013",5000439.87
"CLIFFS NATURAL RESOURCES","2014",5249238.09
"CLIFFS NATURAL RESOURCES","2015",3490892.08
"CLIFFS NATURAL RESOURCES","2016",1934074.94
"CLIFFS NATURAL RESOURCES","2017",2090524
"CLINTON COUNTY AREA SOLID WASTE AGENCY","2015",33904
"CLINTON COUNTY AREA SOLID WASTE AGENCY","2016",34622
"CLINTON COUNTY AREA SOLID WASTE AGENCY","2017",35269
"CLINTON COUNTY AREA SOLID WASTE AGENCY","2018",35964
"CLINTON COUNTY AREA SOLID WASTE AGENCY","2019",36531
"CLINTON COUNTY AREA SOLID WASTE AGENCY","2020",37319
"CLINTON COUNTY AREA SOLID WASTE AGENCY","2021",38080
"CLINTON COUNTY AREA SOLID WASTE AGENCY","2022",38876
"CLINTON COUNTY SOLID WASTE AUTHORITY","2015",58618
"CLINTON COUNTY SOLID WASTE AUTHORITY","2016",55582
"CLINTON COUNTY SOLID WASTE AUTHORITY","2017",59629
"CLINTON COUNTY SOLID WASTE AUTHORITY","2018",63761
"CLINTON COUNTY SOLID WASTE AUTHORITY","2019",83795
"CLINTON COUNTY SOLID WASTE AUTHORITY","2020",81221
"CLINTON COUNTY SOLID WASTE AUTHORITY","2021",91871
"CLINTON COUNTY SOLID WASTE AUTHORITY","2022",128651
"CLOVER FLAT LANDFILL INC","2020",43547
"CLOVER FLAT LANDFILL INC","2021",56401
"CLOVER FLAT LANDFILL INC","2022",58746
"CLOVER FLAT LANDFILL, INC","2011",18963
"CLOVER FLAT LANDFILL, INC","2012",18809
"CLOVER FLAT LANDFILL, INC","2013",19091
"CLOVER FLAT LANDFILL, INC","2014",12019
"CLOVER FLAT LANDFILL, INC","2019",64356
"CM Holdings, Inc.","2010",34725
"CM Holdings, Inc.","2011",39545
"CML EXPLORATION LLC","2021",102513
"CML EXPLORATION LLC","2022",50644
"CML Exploration, LLC","2020",58300
"CMO INC","2015",45123
"CMO INC","2016",643
"CMO INC","2017",438
"CMO INC","2019",30010
"CMO INC","2020",7793
"CMO INC","2021",263
"CMO INC","2022",284
"CMO, Inc.","2013",57851
"CMO, Inc.","2014",41548
"CMS ENERGY CORP","2011",2612702.5
"CMS ENERGY CORP","2012",3112414.5
"CMS ENERGY CORP","2013",3035142
"CMS ENERGY CORP","2014",18801481.3059
"CMS ENERGY CORP","2015",21572892.2981
"CMS ENERGY CORP","2016",16946573.573
"CMS ENERGY CORP","2017",16512930.4732
"CMS ENERGY CORP","2018",16562501.1188
"CMS ENERGY CORP","2019",16819910.2792
"CMS ENERGY CORP","2020",14755657.7581
"CMS ENERGY CORP","2021",17341616.0604
"CMS ENERGY CORP","2022",17469578.7604
"CMS Energy","2010",21130110.5396
"CMS Energy","2011",16440943.2827
"CMS Energy","2012",15713101.6773
"CMS Energy","2013",16818973.6225
"CMS Energy Corporation","2010",314319
"CMS Generation Filer City Inc.","2011",271007
"CMS Generation Filer City Inc.","2012",285572.5
"CMS Generation Filer City Inc.","2013",274585
"CMS Generation Filer City Inc.","2014",308465.5
"CNX Gas Company","2011",585840
"CNX Gas Company","2012",446103
"CNX Gas Company","2013",1243059
"CNX Gas Company","2014",571082
"CNX RESOURCES CORP","2018",221056
"CNX RESOURCES CORP","2019",344497
"CNX RESOURCES CORP","2020",330669
"CNX RESOURCES CORP","2021",366083
"CNX RESOURCES CORP","2022",559355
"CNX Resources Corp","2018",41133
"COAL RIVER MINING, L.L.C.","2011",73114
"COAL RIVER MINING, L.L.C.","2012",97076
"COAL RIVER MINING, L.L.C.","2013",66649
"COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","2011",86144
"COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","2012",87353
"COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","2013",91139
"COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","2014",90224
"COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","2015",81777
"COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","2016",86127
"COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","2017",103166
"COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","2018",125127
"COE BRIDGEWATER LLC C/O THOR EQUITIES LLC","2020",30024
"COE BRIDGEWATER LLC C/O THOR EQUITIES LLC","2021",29961
"COE BRIDGEWATER LLC C/O THOR EQUITIES LLC","2022",30275
"COE Bridgewater LLC c/o Thor Equities, LLC","2019",28783
"COEUR MINING INC","2015",33288
"COEUR MINING INC","2016",34495
"COEUR MINING INC","2017",37949
"COEUR MINING INC","2018",37605
"COEUR MINING INC","2019",40687
"COEUR MINING INC","2020",45006
"COEUR MINING INC","2021",46916
"COEUR MINING INC","2022",43532
"COFFEE COUNTY COMMISSION","2015",90508
"COFFEE COUNTY COMMISSION","2016",116960
"COFFEE COUNTY COMMISSION","2017",129802
"COFFEE COUNTY COMMISSION","2018",155227
"COFFEE COUNTY COMMISSION","2019",177438
"COFFEE COUNTY COMMISSION","2020",187720
"COFFEE COUNTY COMMISSION","2021",209651
"COFFEE COUNTY COMMISSION","2022",172618
"COG OPERATING, LLC","2011",242592
"COG OPERATING, LLC","2012",289382
"COG OPERATING, LLC","2013",286073
"COG OPERATING, LLC","2014",375722
"COGENT MIDSTREAM WESTEX LLC","2019",234078
"COGENT MIDSTREAM WESTEX LLC","2020",511829
"COGENT MIDSTREAM WESTEX LLC","2021",538106
"COGENT MIDSTREAM WESTEX LLC","2022",596863
"COGENTRIX ENERGY","2020",4156249
"COGENTRIX ENERGY LLC","2011",37789.885
"COGENTRIX ENERGY LLC","2012",33265.085
"COGENTRIX ENERGY LLC","2015",488421
"COGENTRIX ENERGY LLC","2016",435357
"COGENTRIX ENERGY LLC","2017",93789
"COGENTRIX ENERGY LLC","2018",79943
"COLLEGIATE MIDSTREAM LLC","2021",32000
"COLLEGIATE MIDSTREAM LLC","2022",51588
"COLLUMS LUMBER MILL INC","2015",2586
"COLORADO BEND 1 POWER LLC","2019",946404
"COLORADO BEND 1 POWER LLC","2020",993372
"COLORADO BEND 1 POWER LLC","2021",965614
"COLORADO BEND 1 POWER LLC","2022",771748
"COLORADO SPRINGS UTILITIES","2011",3804131
"COLORADO SPRINGS UTILITIES","2012",3717629
"COLORADO SPRINGS UTILITIES","2013",4077895
"COLORADO SPRINGS UTILITIES","2014",3524334
"COLORADO SPRINGS UTILITIES","2015",3964696
"COLORADO SPRINGS UTILITIES","2016",3473468
"COLORADO SPRINGS UTILITIES","2017",3448177
"COLORADO SPRINGS UTILITIES","2018",3256752
"COLORADO SPRINGS UTILITIES","2019",3136744
"COLORADO SPRINGS UTILITIES","2020",2827387
"COLORADO SPRINGS UTILITIES","2021",2579854
"COLORADO SPRINGS UTILITIES","2022",2394779
"COLORADO STATE UNIVERSITY SYSTEM","2019",50999
"COLORADO STATE UNIVERSITY SYSTEM","2020",45771
"COLORADO STATE UNIVERSITY SYSTEM","2021",43819
"COLORADO STATE UNIVERSITY SYSTEM","2022",45948
"COLSTRIP ENERGY LP","2011",373902
"COLSTRIP ENERGY LP","2012",430349
"COLSTRIP ENERGY LP","2013",442893
"COLSTRIP ENERGY LP","2014",421697
"COLSTRIP ENERGY LP","2015",476129
"COLSTRIP ENERGY LP","2016",523594
"COLSTRIP ENERGY LP","2017",313011
"COLSTRIP ENERGY LP","2018",414892
"COLSTRIP ENERGY LP","2019",380050
"COLSTRIP ENERGY LP","2020",373440
"COLSTRIP ENERGY LP","2021",491021
"COLSTRIP ENERGY LP","2022",439647
"COLT MIDSTREAM LLC","2021",206786
"COLT MIDSTREAM LLC","2022",211096
"COLUMBIA CITY OF (INC)","2019",47180
"COLUMBIA CITY OF (INC)","2020",54736
"COLUMBIA CITY OF (INC)","2021",52133
"COLUMBIA CITY OF (INC)","2022",31701
"COLUMBIA COUNTY FL","2015",45392
"COLUMBIA COUNTY FL","2016",46247
"COLUMBIA COUNTY FL","2018",53629
"COLUMBIA COUNTY GA","2016",36375
"COLUMBIA COUNTY GA","2017",33973
"COLUMBIA COUNTY GA","2018",32138
"COLUMBIA COUNTY GEORGIA","2019",29330
"COLUMBIA COUNTY GEORGIA","2020",26912
"COLUMBIA COUNTY GEORGIA","2021",26126
"COLUMBIA COUNTY GEORGIA","2022",24407
"COLUMBIA PIPELINE GROUP","2015",431964
"COLUMBIAN CHEMICALS CO","2011",109117
"COLUMBIAN CHEMICALS CO","2012",106052
"COLUMBIAN CHEMICALS CO","2013",105803
"COLUMBIAN CHEMICALS CO","2014",100713
"COLUMBIAN CHEMICALS CO","2015",351549
"COLUMBIAN CHEMICALS CO","2016",297140
"COLUMBIAN CHEMICALS CO","2017",371029
"COLUMBIAN CHEMICALS CO","2018",336176
"COLUMBUS CONSOLIDATED GOVERNMENT","2015",99324
"COLUMBUS CONSOLIDATED GOVERNMENT","2016",97553
"COLUMBUS CONSOLIDATED GOVERNMENT","2017",112127
"COLUMBUS CONSOLIDATED GOVERNMENT","2018",114320
"COLUMBUS GEORGIA CONSOLIDATED GOVERNMENT","2019",119953
"COLUMBUS GEORGIA CONSOLIDATED GOVERNMENT","2020",134771
"COLUMBUS GEORGIA CONSOLIDATED GOVERNMENT","2021",130708
"COLUMBUS GEORGIA CONSOLIDATED GOVERNMENT","2022",132751
"COMMERCIAL BRICK CO","2015",26788
"COMMERCIAL BRICK CO","2016",23210
"COMMERCIAL BRICK CO","2017",26638
"COMMERCIAL BRICK CO","2018",26761
"COMMERCIAL BRICK CORP","2019",25611
"COMMERCIAL BRICK CORP","2020",26494
"COMMERCIAL BRICK CORP","2021",26487
"COMMERCIAL BRICK CORP","2022",26646
"COMMERCIAL METALS CO","2011",204941
"COMMERCIAL METALS CO","2012",189531
"COMMERCIAL METALS CO","2013",207439
"COMMERCIAL METALS CO","2014",175858
"COMMERCIAL METALS CO","2015",396160
"COMMERCIAL METALS CO","2016",404394
"COMMERCIAL METALS CO","2017",426841
"COMMERCIAL METALS CO","2018",725637
"COMMERCIAL METALS CO","2019",827946
"COMMERCIAL METALS CO","2020",844631
"COMMERCIAL METALS CO","2021",795704
"COMMERCIAL METALS CO","2022",812951
"COMMERCIAL METALS COMPANY","2011",206748
"COMMERCIAL METALS COMPANY","2012",181047
"COMMERCIAL METALS COMPANY","2013",165611
"COMMERCIAL METALS COMPANY","2014",156362
"COMMONWEALTH ENVIRONMENTAL SYSTEMS","2011",1260
"COMMONWEALTH ENVIRONMENTAL SYSTEMS","2012",1511
"COMMONWEALTH ENVIRONMENTAL SYSTEMS","2013",575
"COMMONWEALTH ENVIRONMENTAL SYSTEMS","2014",454
"COMMONWEALTH OF MASSACHUSETTS","2011",76710
"COMMONWEALTH OF MASSACHUSETTS","2012",76194
"COMMONWEALTH OF MASSACHUSETTS","2013",86429
"COMMONWEALTH OF MASSACHUSETTS","2014",84158
"COMMONWEALTH OF MASSACHUSETTS","2015",88467
"COMMONWEALTH OF MASSACHUSETTS","2016",86227
"COMMONWEALTH OF MASSACHUSETTS","2017",86929
"COMMONWEALTH OF MASSACHUSETTS","2018",90669
"COMMONWEALTH OF MASSACHUSETTS","2019",84996
"COMMONWEALTH OF MASSACHUSETTS","2020",87863
"COMMONWEALTH OF MASSACHUSETTS","2021",89040
"COMMONWEALTH OF MASSACHUSETTS","2022",85142
"COMMONWEALTH OF VIRGINIA","2011",121657
"COMMONWEALTH OF VIRGINIA","2012",87517
"COMMONWEALTH OF VIRGINIA","2013",106105
"COMMONWEALTH OF VIRGINIA","2014",113367
"COMMONWEALTH OF VIRGINIA","2015",108148
"COMMONWEALTH OF VIRGINIA","2016",99307
"COMMONWEALTH OF VIRGINIA","2017",103211
"COMMONWEALTH OF VIRGINIA","2018",82977
"COMMONWEALTH OF VIRGINIA","2019",81919
"COMMONWEALTH OF VIRGINIA","2020",64757
"COMMONWEALTH OF VIRGINIA","2021",54223
"COMMONWEALTH OF VIRGINIA","2022",67661
"COMMONWEALTH PLYWOOD CO, LTD","2011",210
"COMMONWEALTH ROLLED PRODUCTS INC","2020",156517
"COMMUNITY ECO POWER LLC","2020",23939
"COMMUNITY ECO POWER LLC","2021",65579
"COMMUNITY ECO POWER LLC","2022",15385
"COMMUNITY REFUSE SERVICE, INC","2011",99346
"COMMUNITY REFUSE SERVICE, INC","2012",87358
"COMMUNITY REFUSE SERVICE, INC","2013",127506
"COMMUNITY REFUSE SERVICE, INC","2014",23927
"COMPASS MINERALS","2011",2680
"COMPASS MINERALS","2012",22158
"COMPASS MINERALS","2013",96320
"COMPASS MINERALS","2014",106021
"COMPASS MINERALS","2015",145981
"COMPASS MINERALS","2016",139161
"COMPASS MINERALS","2017",140052
"COMPASS MINERALS","2018",144273
"COMPASS MINERALS INTERNATIONAL INC","2011",51678
"COMPASS MINERALS INTERNATIONAL INC","2012",52545
"COMPASS MINERALS INTERNATIONAL INC","2013",49122
"COMPASS MINERALS INTERNATIONAL INC","2014",54806
"COMPASS MINERALS INTERNATIONAL INC","2019",150019
"COMPASS MINERALS INTERNATIONAL INC","2020",156840
"COMPASS MINERALS INTERNATIONAL INC","2021",145217
"COMPASS MINERALS INTERNATIONAL INC","2022",146612
"COMPASS PRODUCTION PARTNERS LP","2014",251265
"COMPASS PRODUCTION PARTNERS LP","2015",202288
"COMPASS PRODUCTION PARTNERS LP","2016",238521
"COMPASS PRODUCTION PARTNERS LP","2017",202937
"COMPASS PRODUCTION PARTNERS LP","2018",122282
"COMPASS PRODUCTION PARTNERS LP","2019",115996
"COMPASS PRODUCTION PARTNERS LP","2020",110846
"COMPASS PRODUCTION PARTNERS LP","2021",116844
"COMPASS PRODUCTION PARTNERS LP","2022",109305
"COMPASS PRODUCTION PARTNERS, LP","2014",47095
"COMPLETE PAPER INC","2022",30320
"COMSTOCK RESOURCES","2011",277320
"COMSTOCK RESOURCES","2012",219719
"COMSTOCK RESOURCES","2013",337844
"COMSTOCK RESOURCES","2014",596220
"COMSTOCK RESOURCES","2015",351508
"COMSTOCK RESOURCES","2016",202055
"COMSTOCK RESOURCES","2017",203515
"COMSTOCK RESOURCES","2018",139138
"COMSTOCK RESOURCES INC","2019",415752
"COMSTOCK RESOURCES INC","2020",345355
"COMSTOCK RESOURCES INC","2021",444332
"COMSTOCK RESOURCES INC","2022",441428
"COMSTOCK RESOURCES, INC.","2012",36646
"COMVEST US PIPE HOLDINGS LLC","2015",20945.05
"CONAGRA BRANDS INC","2019",123700
"CONAGRA BRANDS INC","2020",140014
"CONAGRA BRANDS INC","2021",143520
"CONAGRA BRANDS INC","2022",158390
"CONAGRA FOODS INC","2011",378256
"CONAGRA FOODS INC","2012",383110
"CONAGRA FOODS INC","2013",377310
"CONAGRA FOODS INC","2014",383525
"CONAGRA FOODS INC","2015",552198
"CONAGRA FOODS INC","2016",198075
"CONAGRA FOODS INC","2017",120982
"CONAGRA FOODS INC","2018",93500
"CONAGRA FOODS Packaged Foods LLC","2011",24995
"CONAGRA FOODS Packaged Foods LLC","2012",22430
"CONAGRA FOODS Packaged Foods LLC","2013",24014
"CONAGRA FOODS Packaged Foods LLC","2014",23575
"CONCHO RESOURCES INC","2015",1939560
"CONCHO RESOURCES INC","2016",2443823
"CONCHO RESOURCES INC","2017",1231788
"CONCHO RESOURCES INC","2018",1403346
"CONCHO RESOURCES INC","2019",1409171
"CONCHO RESOURCES INC","2020",1250032
"CONESTOGA ENERGY HOLDINGS LLC","2019",161467
"CONESTOGA ENERGY HOLDINGS LLC","2020",155832
