"","PARENT COMPANY","year","GHG"
"7600","COMPASS PRODUCTION PARTNERS LP","2015",202288
"7601","COMPASS PRODUCTION PARTNERS LP","2016",238521
"7602","COMPASS PRODUCTION PARTNERS LP","2017",202937
"7603","COMPASS PRODUCTION PARTNERS LP","2018",122282
"7604","COMPASS PRODUCTION PARTNERS LP","2019",115996
"7605","COMPASS PRODUCTION PARTNERS LP","2020",110846
"7606","COMPASS PRODUCTION PARTNERS LP","2021",116844
"7607","COMPASS PRODUCTION PARTNERS LP","2022",109305
"7608","COMPASS PRODUCTION PARTNERS, LP","2014",47095
"7609","COMPLETE PAPER INC","2022",30320
"7610","COMSTOCK RESOURCES","2011",277320
"7611","COMSTOCK RESOURCES","2012",219719
"7612","COMSTOCK RESOURCES","2013",337844
"7613","COMSTOCK RESOURCES","2014",596220
"7614","COMSTOCK RESOURCES","2015",351508
"7615","COMSTOCK RESOURCES","2016",202055
"7616","COMSTOCK RESOURCES","2017",203515
"7617","COMSTOCK RESOURCES","2018",139138
"7618","COMSTOCK RESOURCES INC","2019",415752
"7619","COMSTOCK RESOURCES INC","2020",345355
"7620","COMSTOCK RESOURCES INC","2021",444332
"7621","COMSTOCK RESOURCES INC","2022",441428
"7622","COMSTOCK RESOURCES, INC.","2012",36646
"7623","COMVEST US PIPE HOLDINGS LLC","2015",20945.05
"7624","CONAGRA BRANDS INC","2019",123700
"7625","CONAGRA BRANDS INC","2020",140014
"7626","CONAGRA BRANDS INC","2021",143520
"7627","CONAGRA BRANDS INC","2022",158390
"7628","CONAGRA FOODS INC","2011",378256
"7629","CONAGRA FOODS INC","2012",383110
"7630","CONAGRA FOODS INC","2013",377310
"7631","CONAGRA FOODS INC","2014",383525
"7632","CONAGRA FOODS INC","2015",552198
"7633","CONAGRA FOODS INC","2016",198075
"7634","CONAGRA FOODS INC","2017",120982
"7635","CONAGRA FOODS INC","2018",93500
"7636","CONAGRA FOODS Packaged Foods LLC","2011",24995
"7637","CONAGRA FOODS Packaged Foods LLC","2012",22430
"7638","CONAGRA FOODS Packaged Foods LLC","2013",24014
"7639","CONAGRA FOODS Packaged Foods LLC","2014",23575
"7640","CONCHO RESOURCES INC","2015",1939560
"7641","CONCHO RESOURCES INC","2016",2443823
"7642","CONCHO RESOURCES INC","2017",1231788
"7643","CONCHO RESOURCES INC","2018",1403346
"7644","CONCHO RESOURCES INC","2019",1409171
"7645","CONCHO RESOURCES INC","2020",1250032
"7646","CONESTOGA ENERGY HOLDINGS LLC","2019",161467
"7647","CONESTOGA ENERGY HOLDINGS LLC","2020",155832
"7648","CONESTOGA ENERGY HOLDINGS LLC","2021",157668
"7649","CONESTOGA ENERGY HOLDINGS LLC","2022",159328
"7650","CONESTOGA ENERGY PARTNERS LLC","2011",165715
"7651","CONESTOGA ENERGY PARTNERS LLC","2012",165854
"7652","CONESTOGA ENERGY PARTNERS LLC","2013",245069
"7653","CONESTOGA ENERGY PARTNERS LLC","2014",242850
"7654","CONESTOGA ENERGY PARTNERS LLC","2015",231576
"7655","CONESTOGA ENERGY PARTNERS LLC","2016",226228
"7656","CONESTOGA ENERGY PARTNERS LLC","2017",212971
"7657","CONESTOGA ENERGY PARTNERS LLC","2018",204597
"7658","CONFLUENCE DJ LLC","2021",31638
"7659","CONFLUENCE DJ LLC","2022",35513
"7660","CONOCO PHILLIPS","2010",207201.9271
"7661","CONOCO PHILLIPS","2011",25640714.486525
"7662","CONOCO PHILLIPS","2012",12343155.8993
"7663","CONOCO PHILLIPS","2013",11901845.1442
"7664","CONOCO PHILLIPS","2014",8978643.7375
"7665","CONOCOPHILLIPS","2015",10811746.7638
"7666","CONOCOPHILLIPS","2016",10143259.9995
"7667","CONOCOPHILLIPS","2017",7269207.7722
"7668","CONOCOPHILLIPS","2018",7979803.7414
"7669","CONOCOPHILLIPS","2019",9219346.8342
"7670","CONOCOPHILLIPS","2020",7857005.0786
"7671","CONOCOPHILLIPS","2021",9610750.1884
"7672","CONOCOPHILLIPS","2022",9476815.0118
"7673","CONOCOPHILLIPS CO","2010",1756063
"7674","CONOPCO INC","2011",22573
"7675","CONOPCO INC","2012",27764
"7676","CONOPCO INC","2013",20466
"7677","CONSOL ENERGY INC","2011",13471331
"7678","CONSOL ENERGY INC","2012",12622175
"7679","CONSOL ENERGY INC","2013",6337653
"7680","CONSOL ENERGY INC","2014",4747325.5
"7681","CONSOL ENERGY INC","2015",5864604
"7682","CONSOL ENERGY INC","2016",6083015
"7683","CONSOL ENERGY INC","2017",8822584
"7684","CONSOL ENERGY INC","2018",6949265
"7685","CONSOL ENERGY INC","2019",7831448
"7686","CONSOL ENERGY INC","2020",6205521
"7687","CONSOL ENERGY INC","2021",5962429
"7688","CONSOL ENERGY INC","2022",5609156
"7689","CONSOL Energy","2014",795361
"7690","CONSOL Energy","2015",1096198
"7691","CONSOL Energy","2016",1201824
"7692","CONSOL Energy Inc.","2010",180081
"7693","CONSOLIDATED EDISON INC","2011",3355406
"7694","CONSOLIDATED EDISON INC","2012",3248703
"7695","CONSOLIDATED EDISON INC","2013",3337760
"7696","CONSOLIDATED EDISON INC","2014",3146417
"7697","CONSOLIDATED EDISON INC","2015",3117192
"7698","CONSOLIDATED EDISON INC","2016",2984902
"7699","CONSOLIDATED EDISON INC","2017",2904182
"7700","CONSOLIDATED EDISON INC","2018",2963666
"7701","CONSOLIDATED EDISON INC","2019",2815753
"7702","CONSOLIDATED EDISON INC","2020",2659412
"7703","CONSOLIDATED EDISON INC","2021",2741623
"7704","CONSOLIDATED EDISON INC","2022",2767956
"7705","CONSOLIDATED PRECISION PRODUCTS","2015",20736
"7706","CONSOLIDATED PRECISION PRODUCTS","2016",16079
"7707","CONSOLIDATED PRECISION PRODUCTS","2017",19374
"7708","CONSOLIDATED PRECISION PRODUCTS","2018",23342
"7709","CONSOLIDATED WY MUNICIPALITIES ELECTRIC POWER SYSTEM","2015",190609.51
"7710","CONSOLIDATED WY MUNICIPALITIES ELECTRIC POWER SYSTEM","2016",202961.66
"7711","CONSOLIDATED WY MUNICIPALITIES ELECTRIC POWER SYSTEM","2017",196627
"7712","CONSOLIDATED WY MUNICIPALITIES ELECTRIC POWER SYSTEM","2018",222939
"7713","CONSOLIDATED WY MUNICIPALITIES ELECTRIC POWER SYSTEM","2019",192503.56
"7714","CONSOLIDATED WY MUNICIPALITIES ELECTRIC POWER SYSTEM","2020",212691.81
"7715","CONSOLIDATED WY MUNICIPALITIES ELECTRIC POWER SYSTEM","2021",208851.96
"7716","CONSOLIDATED WY MUNICIPALITIES ELECTRIC POWER SYSTEM","2022",206369.8
"7717","CONSTELLATION ENERGY GROUP","2011",10975610.3125
"7718","CONSTELLATION ENERGY GROUP","2012",1885355.8038
"7719","CONSTELLATION ENERGY GROUP","2013",2376923.9722
"7720","CONSTELLATION ENERGY GROUP","2014",2214067.8097
"7721","CONSTELLIUM NV","2015",129271
"7722","CONSTELLIUM NV","2016",125165
"7723","CONSTELLIUM NV","2017",126601
"7724","CONSTELLIUM NV","2018",121243
"7725","CONSTELLIUM NV","2019",125374
"7726","CONSTELLIUM NV","2020",103449
"7727","CONSTELLIUM NV","2021",119393
"7728","CONSTELLIUM NV","2022",121688
"7729","CONTANGO RESOURCES LLC","2020",48385
"7730","CONTANGO RESOURCES LLC","2021",913818
"7731","CONTANGO RESOURCES LLC","2022",432715
"7732","CONTINENTAL BUILDING PRODUCTS OPERATING CO LLC","2015",265902
"7733","CONTINENTAL BUILDING PRODUCTS OPERATING CO LLC","2016",299628
"7734","CONTINENTAL BUILDING PRODUCTS OPERATING CO LLC","2017",300354
"7735","CONTINENTAL BUILDING PRODUCTS OPERATING CO LLC","2018",328748
"7736","CONTINENTAL BUILDING PRODUCTS OPERATING CO LLC","2019",317827
"7737","CONTINENTAL CARBON CO","2011",407555
"7738","CONTINENTAL CARBON CO","2012",429954
"7739","CONTINENTAL CARBON CO","2013",372769
"7740","CONTINENTAL CARBON CO","2014",385746
"7741","CONTINENTAL CARBON CO","2015",508403
"7742","CONTINENTAL CARBON CO","2016",519149
"7743","CONTINENTAL CARBON CO","2017",554289
"7744","CONTINENTAL CARBON CO","2018",656294
"7745","CONTINENTAL CARBON CO","2019",624061
"7746","CONTINENTAL CASTING LLC","2015",30375
"7747","CONTINENTAL CASTING LLC","2016",15908
"7748","CONTINENTAL ENERGY SYSTEMS","2011",60270
"7749","CONTINENTAL ENERGY SYSTEMS","2012",62605
"7750","CONTINENTAL ENERGY SYSTEMS","2013",64134
"7751","CONTINENTAL GRAIN CO","2016",86255
"7752","CONTINENTAL GRAIN CO","2017",69707
"7753","CONTINENTAL GRAIN CO","2018",60242
"7754","CONTINENTAL GRAIN CO","2019",68461
"7755","CONTINENTAL GRAIN CO","2020",71337
"7756","CONTINENTAL GRAIN CO","2021",75277
"7757","CONTINENTAL GRAIN CO","2022",70679
"7758","CONTINENTAL REFINING CO LLC","2015",15452
"7759","CONTINENTAL REFINING CO LLC","2016",9923
"7760","CONTINENTAL REFINING CO LLC","2017",735
"7761","CONTINENTAL REFINING CO LLC","2018",2366
"7762","CONTINENTAL RESOURCES INC","2015",1966679
"7763","CONTINENTAL RESOURCES INC","2016",2525481
"7764","CONTINENTAL RESOURCES INC","2017",2541505
"7765","CONTINENTAL RESOURCES INC","2018",3430068
"7766","CONTINENTAL RESOURCES INC","2019",3817410
"7767","CONTINENTAL RESOURCES INC","2020",2337112
"7768","CONTINENTAL RESOURCES INC","2021",2425366
"7769","CONTINENTAL RESOURCES INC","2022",2584044
"7770","CONTINENTAL TIRE THE AMERICAS LLC","2015",64580
"7771","CONTINENTAL TIRE THE AMERICAS LLC","2016",65392
"7772","CONTINENTAL TIRE THE AMERICAS LLC","2017",73564
"7773","CONTINENTAL TIRE THE AMERICAS LLC","2018",80464
"7774","CONTINENTAL TIRE THE AMERICAS LLC","2019",74361
"7775","CONTINENTAL TIRE THE AMERICAS LLC","2020",63027
"7776","CONTINENTAL TIRE THE AMERICAS LLC","2021",65869
"7777","CONTINENTAL TIRE THE AMERICAS LLC","2022",72503
"7778","CONTITECH NORTH AMERICA INC","2020",14062
"7779","CONTOURGLOBAL","2011",23592
"7780","CONTOURGLOBAL","2012",20948
"7781","CONTRAN CORP","2019",133931
"7782","CONTRAN CORP","2020",122053.5
"7783","CONTRAN CORP","2021",134491
"7784","CONTRAN CORP","2022",132946
"7785","CONTURA ENERGY","2017",511631
"7786","CONTURA ENERGY","2018",545547
"7787","CONTURA ENERGY INC","2019",3703223
"7788","CONTURA ENERGY INC","2020",2606749
"7789","CONTURA ENERGY LLC","2017",1134767
"7790","CONTURA ENERGY LLC","2018",868968
"7791","CONVERGEN ENERGY","2017",20880
"7792","CONVERGEN ENERGY","2018",20078
"7793","COOK INLET ENERGY LLC","2015",44903
"7794","COOK INLET ENERGY LLC","2016",38108
"7795","COOK INLET ENERGY LLC","2017",41511
"7796","COOK INLET ENERGY LLC","2018",36815
"7797","COOPER RIVER PARTNERS LLC","2015",40301
"7798","COOPER RIVER PARTNERS LLC","2016",40573
"7799","COOPER RIVER PARTNERS LLC","2017",39971
"7800","COOPER RIVER PARTNERS LLC","2018",42091
"7801","COOPER RIVER PARTNERS LLC","2019",50252
"7802","COOPER RIVER PARTNERS LLC","2020",51881
"7803","COOPER RIVER PARTNERS LLC","2021",57333
"7804","COOPER RIVER PARTNERS LLC","2022",59072
"7805","COOPER RIVER PARTNERS, LLC","2011",48338
"7806","COOPER RIVER PARTNERS, LLC","2012",44765
"7807","COOPER RIVER PARTNERS, LLC","2013",41580
"7808","COOPER RIVER PARTNERS, LLC","2014",44761
"7809","COOPER TIRE & RUBBER CO","2011",27173
"7810","COOPER TIRE & RUBBER CO","2012",25467
"7811","COOPER TIRE & RUBBER CO","2013",24993
"7812","COOPER TIRE & RUBBER CO","2014",27061
"7813","COOPER TIRE & RUBBER CO","2015",96026
"7814","COOPER TIRE & RUBBER CO","2016",95075
"7815","COOPER TIRE & RUBBER CO","2017",88875
"7816","COOPER TIRE & RUBBER CO","2018",94541
"7817","COOPER TIRE & RUBBER CO","2019",114066
"7818","COOPER TIRE & RUBBER CO","2020",108092
"7819","COOPER TIRE & RUBBER CO","2021",41975
"7820","COOPER TIRE & RUBBER CO","2022",42171
"7821","COOPER TIRE & RUBBER COMPANY","2011",29240
"7822","COOPER TIRE & RUBBER COMPANY","2012",29783
"7823","COOPER TIRE & RUBBER COMPANY","2013",28079
"7824","COOPER TIRE & RUBBER COMPANY","2014",29619
"7825","COOPER TIRE AND RUBBER CO","2010",26051
"7826","COOPERATIVE ENERGY","2017",2078609
"7827","COOPERATIVE ENERGY","2018",2359986
"7828","COOPERATIVE ENERGY","2019",2401034
"7829","COOPERATIVE ENERGY A MISSISSIPPI ELECTRIC COOPERATIVE","2020",2678883
"7830","COOPERATIVE ENERGY A MISSISSIPPI ELECTRIC COOPERATIVE","2021",2160422
"7831","COOPERATIVE ENERGY A MISSISSIPPI ELECTRIC COOPERATIVE","2022",2504990
"7832","COPANO ENERGY, LLC","2010",37341
"7833","COPANO ENERGY, LLC","2011",803621
"7834","COPANO ENERGY, LLC","2012",914789
"7835","COPANO PIPELINES/ROCKY MOUNTAINS LLC","2020",145.86
"7836","COPPER VALLEY ELECTRIC ASSOC","2015",19624
"7837","COPPER VALLEY ELECTRIC ASSOC","2016",16637
"7838","COPPER VALLEY ELECTRIC ASSOC","2017",20272
"7839","COPPER VALLEY ELECTRIC ASSOC","2018",16006
"7840","COPPER VALLEY ELECTRIC ASSOC INC","2019",16764
"7841","COPPER VALLEY ELECTRIC ASSOC INC","2020",18232
"7842","COPPER VALLEY ELECTRIC ASSOC INC","2021",24325
"7843","COPPER VALLEY ELECTRIC ASSOC INC","2022",17996
"7844","COPREX LLC","2010",180930
"7845","COPREX LLC","2011",173590
"7846","COPREX LLC","2012",152861
"7847","COPREX LLC","2013",112975.25
"7848","COPREX LLC","2014",86503.5
"7849","CORDIA LLC","2022",100561
"7850","CORE ENERGY LLC","2017",29166
"7851","CORE ENERGY LLC","2018",30326
"7852","CORE ENERGY LLC","2019",37569
"7853","CORE ENERGY LLC","2020",29252
"7854","CORE ENERGY LLC","2021",39285
"7855","CORE ENERGY LLC","2022",42395
"7856","CORN BELT POWER COOPERATIVE","2011",16100.1
"7857","CORN BELT POWER COOPERATIVE","2012",7238.68
"7858","CORN BELT POWER COOPERATIVE","2013",58736.89
"7859","CORN BELT POWER COOPERATIVE","2014",11141.43
"7860","CORN BELT POWER COOPERATIVE","2015",373805.14528
"7861","CORN BELT POWER COOPERATIVE","2016",247484.27732
"7862","CORN BELT POWER COOPERATIVE","2017",216164.19708
"7863","CORN BELT POWER COOPERATIVE","2018",283411.72648
"7864","CORN BELT POWER COOPERATIVE","2019",143635.71532
"7865","CORN BELT POWER COOPERATIVE","2020",74080.72504
"7866","CORN BELT POWER COOPERATIVE","2021",136807.8147
"7867","CORN BELT POWER COOPERATIVE","2022",94614.992
"7868","CORN LP","2015",87435
"7869","CORN LP","2016",94581
"7870","CORN LP","2017",95670
"7871","CORN LP","2018",88561
"7872","CORN PLUS ETHANOL","2011",47515
"7873","CORN PLUS ETHANOL","2012",62342
"7874","CORN PLUS ETHANOL","2013",63919
"7875","CORN PLUS ETHANOL","2014",72120
"7876","CORN PLUS ETHANOL","2015",67400
"7877","CORN PLUS ETHANOL","2016",67584
"7878","CORN PLUS ETHANOL","2017",67784
"7879","CORN PLUS ETHANOL","2018",68946
"7880","CORN PLUS ETHANOL","2019",41931
"7881","CORN PLUS ETHANOL","2021",4242
"7882","CORN PRODUCTS INTERNATIONAL, INC","2011",943433
"7883","CORN, LP","2010",173327
"7884","CORN, LP","2011",174045
"7885","CORN, LP","2012",175514
"7886","CORN, LP","2013",139158
"7887","CORN, LP","2014",94415
"7888","CORNELL UNIVERSITY","2011",158651
"7889","CORNELL UNIVERSITY","2012",142069
"7890","CORNELL UNIVERSITY","2013",149570
"7891","CORNELL UNIVERSITY","2014",152416
"7892","CORNELL UNIVERSITY","2015",165020
"7893","CORNELL UNIVERSITY","2016",169266
"7894","CORNELL UNIVERSITY","2017",164796
"7895","CORNELL UNIVERSITY","2018",173135
"7896","CORNELL UNIVERSITY","2019",164598
"7897","CORNELL UNIVERSITY","2020",152368
"7898","CORNELL UNIVERSITY","2021",146273
"7899","CORNELL UNIVERSITY","2022",146658
"7900","CORNERSTONE CHEMICAL COMPANY","2011",318130
"7901","CORNING INC","2011",266166.5
"7902","CORNING INC","2012",166350.5
"7903","CORNING INC","2013",148496.5
"7904","CORNING INC","2014",166851
"7905","CORNING INC","2015",410619.5
"7906","CORNING INC","2016",215784.8
"7907","CORNING INC","2017",259206.81
"7908","CORNING INC","2018",214239.8125
"7909","CORNING INC","2019",210341.265
"7910","CORNING INC","2020",238982.465
"7911","CORNING INC","2021",250202.83
"7912","CORNING INC","2022",217225.735
"7913","CORONA ENERGY PARTNERS LTD","2015",66791
"7914","CORONA ENERGY PARTNERS LTD","2016",68230
"7915","CORONA ENERGY PARTNERS LTD","2017",49239
"7916","CORONA ENERGY PARTNERS, LTD","2011",64327
"7917","CORONA ENERGY PARTNERS, LTD","2012",70133
"7918","CORONA ENERGY PARTNERS, LTD","2013",67038
"7919","CORONA ENERGY PARTNERS, LTD","2014",62148
"7920","CORONADO COAL LLC","2015",132762
"7921","CORONADO COAL LLC","2016",160362
"7922","CORONADO COAL LLC","2017",172475
"7923","CORONADO COAL LLC","2018",1947972
"7924","CORONADO GROUP LLC","2019",2063186
"7925","CORONADO GROUP LLC","2020",1851342
"7926","CORONADO GROUP LLC","2021",1483624
"7927","CORONADO GROUP LLC","2022",1116506
"7928","CORONADO MIDSTREAM LLC","2015",83755
"7929","CORONADO MIDSTREAM LLC","2016",75048
"7930","CORONADO MIDSTREAM LLC","2017",82564
"7931","CORONADO MIDSTREAM LLC","2018",56854
"7932","CORP OF THE PRESIDENT OF THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS","2019",77273
"7933","CORP OF THE PRESIDENT OF THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS","2020",52209
"7934","CORP OF THE PRESIDENT OF THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS","2021",79489
"7935","CORP OF THE PRESIDENT OF THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS","2022",80168
"7936","CORRAL DE PIEDRA LAND CO","2015",61883
"7937","CORRAL DE PIEDRA LAND CO","2016",43535
"7938","CORRAL DE PIEDRA LAND CO","2017",41254
"7939","CORRAL DE PIEDRA LAND CO","2018",37795
"7940","CORRAL DE PIEDRA LAND CO","2019",37639
"7941","CORRAL DE PIEDRA LAND CO","2020",41506
"7942","CORRAL DE PIEDRA LAND CO","2021",32829
"7943","CORRAL DE PIEDRA LAND CO","2022",32134
"7944","CORTERRA ENERGY, LLC","2017",11609
"7945","CORTEVA INC","2019",117617
"7946","CORTEVA INC","2020",97647
"7947","CORTEVA INC","2021",93612
"7948","CORTEVA INC","2022",90619
"7949","CORTLAND COUNTY HIGHWAY DEPARTMENT","2015",37137
"7950","CORTLAND COUNTY HIGHWAY DEPARTMENT","2016",30891
"7951","CORTLAND COUNTY HIGHWAY DEPARTMENT","2017",30634
"7952","CORTLAND COUNTY HIGHWAY DEPARTMENT","2018",30445
"7953","COTERRA ENERGY INC","2021",1515275
"7954","COTERRA ENERGY INC","2022",1546915
"7955","COTTON DRAW MIDSTREAM LLC","2021",113891
"7956","COTTON DRAW MIDSTREAM LLC","2022",190852
"7957","COULTER COS INC","2011",171677
"7958","COULTER COS INC","2012",197159
"7959","COULTER COS INC","2013",201242
"7960","COULTER COS INC","2014",244563
"7961","COULTER COS INC","2015",249252
"7962","COULTER COS INC","2016",270322
"7963","COULTER COS INC","2017",301362
"7964","COULTER COS INC","2018",320653
"7965","COULTER COS INC","2019",329697
"7966","COULTER COS INC","2020",312678
"7967","COUNCIL OF DORCHESTER COUNTY","2015",39204
"7968","COUNCIL OF DORCHESTER COUNTY","2016",34317
"7969","COUNCIL OF DORCHESTER COUNTY","2017",38509
"7970","COUNCIL OF DORCHESTER COUNTY","2018",9909
"7971","COUNTRYMARK COOPERATIVE HOLDING CORP","2019",201936
"7972","COUNTRYMARK COOPERATIVE HOLDING CORP","2020",207551
"7973","COUNTRYMARK COOPERATIVE HOLDING CORP","2021",213874
"7974","COUNTRYMARK COOPERATIVE HOLDING CORP","2022",219961
"7975","COUNTRYMARK COOPERATIVE LLP","2011",207254
"7976","COUNTRYMARK COOPERATIVE LLP","2012",183181
"7977","COUNTRYMARK COOPERATIVE LLP","2013",207041
"7978","COUNTRYMARK COOPERATIVE LLP","2014",203283
"7979","COUNTRYMARK COOPERATIVE LLP","2015",211331
"7980","COUNTRYMARK COOPERATIVE LLP","2016",216387
"7981","COUNTRYMARK COOPERATIVE LLP","2017",189224
"7982","COUNTRYMARK COOPERATIVE LLP","2018",203658
"7983","COUNTY OF ADA","2019",81774
"7984","COUNTY OF ADA","2020",105184
"7985","COUNTY OF ADA","2021",104893
"7986","COUNTY OF ADA IDAHO","2022",98454
"7987","COUNTY OF ALAMANCE","2019",125209
"7988","COUNTY OF ALAMANCE","2020",125546
"7989","COUNTY OF ALAMANCE","2021",127969
"7990","COUNTY OF ALAMANCE NORTH CAROLINA","2022",130863
"7991","COUNTY OF ALLEN","2019",67801
"7992","COUNTY OF ALLEN","2020",68216
"7993","COUNTY OF ALLEN","2021",67902
"7994","COUNTY OF ALLEN KANSAS","2022",67176
"7995","COUNTY OF AMHERST","2019",24693
"7996","COUNTY OF AMHERST","2020",26109
"7997","COUNTY OF AMHERST","2021",30036
"7998","COUNTY OF AMHERST","2022",28024
"7999","COUNTY OF ANGELINA","2019",76854
"8000","COUNTY OF ANGELINA","2020",97543
"8001","COUNTY OF ANGELINA","2021",105041
"8002","COUNTY OF ANGELINA TEXAS","2022",108733
"8003","COUNTY OF ANNE ARUNDEL","2020",12860
"8004","COUNTY OF ANNE ARUNDEL","2021",12148
"8005","COUNTY OF ANNE ARUNDEL MARYLAND","2022",11474
"8006","COUNTY OF AUGUSTA","2015",52981.0318
"8007","COUNTY OF AUGUSTA","2016",54324.1728
"8008","COUNTY OF AUGUSTA","2017",55801.2284
"8009","COUNTY OF AUGUSTA","2018",57297.9644
"8010","COUNTY OF AUGUSTA","2019",58864.3402
"8011","COUNTY OF AUGUSTA","2020",60987.7395
"8012","COUNTY OF AUGUSTA","2021",57391.1249
"8013","COUNTY OF AUGUSTA VIRGINIA","2022",58665.8033
"8014","COUNTY OF AUGUSTA-RICHMOND","2019",244436
"8015","COUNTY OF AUGUSTA-RICHMOND","2020",262776
"8016","COUNTY OF AUGUSTA-RICHMOND","2021",249193
"8017","COUNTY OF AUGUSTA-RICHMOND","2022",266009
"8018","COUNTY OF BARTHOLOMEW","2019",91812
"8019","COUNTY OF BARTHOLOMEW","2020",92713
"8020","COUNTY OF BARTHOLOMEW","2021",93455
"8021","COUNTY OF BARTHOLOMEW INDIANA","2022",94169
"8022","COUNTY OF BEDFORD VA","2017",35117
"8023","COUNTY OF BEDFORD VA","2018",29944
"8024","COUNTY OF BEDFORD VA","2019",31642
"8025","COUNTY OF BEDFORD VA","2020",30998
"8026","COUNTY OF BEDFORD VA","2021",31672
"8027","COUNTY OF BEDFORD VA","2022",31499
"8028","COUNTY OF BEDFORD VIRGINIA","2016",33671
"8029","COUNTY OF BLACK HAWK","2019",160878
"8030","COUNTY OF BLACK HAWK","2020",164288
"8031","COUNTY OF BLACK HAWK","2021",167365
"8032","COUNTY OF BLACK HAWK IOWA","2022",170383
"8033","COUNTY OF BLOUNT","2019",28364.8
"8034","COUNTY OF BLOUNT","2020",27228.4
"8035","COUNTY OF BLOUNT","2021",33943.2
"8036","COUNTY OF BLOUNT TENNESSEE","2022",35102
"8037","COUNTY OF BRADLEY TN","2019",254658
"8038","COUNTY OF BRADLEY TN","2020",137816
"8039","COUNTY OF BRADLEY TN","2021",64571
"8040","COUNTY OF BREVARD","2021",554998
"8041","COUNTY OF BREVARD FLORIDA","2022",651193
"8042","COUNTY OF BROWN SOUTH DAKOTA","2019",50448
"8043","COUNTY OF BROWN SOUTH DAKOTA","2020",51601
"8044","COUNTY OF BROWN SOUTH DAKOTA","2021",53046
"8045","COUNTY OF BROWN SOUTH DAKOTA","2022",54522
"8046","COUNTY OF BUNCOMBE NC","2019",71639
"8047","COUNTY OF BUNCOMBE NC","2020",68206
"8048","COUNTY OF BUNCOMBE NC","2021",72035
"8049","COUNTY OF BUNCOMBE NORTH CAROLINA","2022",68756
"8050","COUNTY OF BUTTE","2015",14384
"8051","COUNTY OF BUTTE","2016",15005
"8052","COUNTY OF BUTTE","2017",14998
"8053","COUNTY OF BUTTE","2018",14937
"8054","COUNTY OF BUTTE","2019",11886
