text,classification
"Consistent with the rest of the TPM program, FHWA is setting forth a program to measure performance on the Interstate and non-Interstate NHS, as directed by Congress.",none
"Comment:

One commenter stated that FHWA should develop an Environmental Impact Statement (EIS) for this action because of the rule's wide-ranging potential impacts.",none
"Response:

The FHWA disagrees that an EIS is appropriate for this rulemaking.",none
"The FHWA has analyzed this rule pursuant to the National Environmental Policy Act of 1969 (NEPA) (42 U.S.C. 4321 

et seq.) and has determined that it is categorically excluded under 23 CFR 771.117(c)(20), which applies to the promulgation of rules, regulations, and directives.",none
"As discussed further in Section VIII of this preamble, FHWA does not anticipate any adverse environmental impacts from this rule, the purpose of which is to inform decisionmaking about the transportation sector's contribution to GHG emissions, and thereby contribute to environmental sustainability.",none
"Therefore, a categorical exclusion is appropriate for this rulemaking and no further NEPA approvals are required.",none
"Comments on the Appropriateness of the Proposed Measure

Comment:

A large number of commenters questioned the appropriateness of the proposed measure to assess GHG emissions.",none
A small number of these commenters asserted the proposed measure is not appropriate for rural States since rural residents need to drive further to access essential goods and services and alternative transportation modes are limited.,none
"In addition, several other commenters asserted the proposed measure does not account for exogenous factors beyond the control of State DOTs and MPOs, including population growth, economic growth, goods movement, and State and local policies, among others.",none
"Relatedly, many commenters recommended using a per-capita measure in addition to or instead of a measure of total emissions.",none
A smaller number of commenters recommended using a measure of VMT to demonstrate the impact of transportation decisions on changes in travel behavior.,none
Some commenters stated that the measure places an unequal burden on rural States and States with growing populations.,none
