"","V1","V2","V3"
"1305","QTL U.S. TERMINAL LLC","SCI LLC","16"
"1306","QTL US TERMINAL LLC","SCI LLC","14"
"1307","QUAD COUNTY CORN PROCESSORS","QUALCOMM CORP","20"
"1308","QUAD COUNTY ENVIRONMENTAL SOLUTIONS","GFL ENVIRONMENTAL INC","22"
"1309","QUAD/GRAPHICS INC","ARCOSA INC","11"
"1310","QUAD/GRAPHICS, INC","ARCOSA INC","12"
"1311","QUALCOMM CORP","QUALCOMM CORP","0"
"1312","QUALCOMM INC","QUALCOMM INC","0"
"1313","QUANTUM RESOURCES MANAGEMENT LLC","ARES MANAGEMENT CORP","18"
"1314","QUANTUM RESOURCES MANAGEMENT, LLC","ARES MANAGEMENT CORP","19"
"1315","QUANTUM RESOURCES MGT LLC","PNM RESOURCES INC","14"
"1316","QUEMETCO WEST, LLC","TOMPC, LLC","14"
"1317","QUESTAR CORP","QUESTAR CORP","0"
"1318","QUICKSILVER RESOURCES INC","QEP RESOURCES INC","10"
"1319","Qorvo, Inc","Qorvo, Inc","0"
"1320","Quad County Corn Processors","Seward County Kansas","21"
"1321","Quad County Environmental Solutions","GFL Environmental Inc","24"
"1322","Quad/Graphics, Inc.","Greif Inc.","13"
"1323","Qualcomm Incorporated","Qualcomm Incorporated","0"
"1324","Quanex Building Products","Quanex Building Products","0"
"1325","Quantum Nevada Utilities Investment 1, LLC","Set Perc Investment LLC","29"
"1326","Quantum Resources Management, LLC","Tenawa Resource Management LLC","13"
"1327","Quantum Utility Generation","Sempra Generation","19"
"1328","QuarterNorth Energy, LLC","Southwest Energy LLC","14"
"1329","Quemetco West, LLC","Rustick, LLC","14"
"1330","Questar Corporation","Questar Corporation","0"
"1331","Questar Overthrust Pipeline","Questar Corporation","20"
"1332","Quicksilver Resources Inc.","SilverBow Resources Inc","11"
"1333","Quicksilver Resources, Inc.","QEP Resources, Inc.","12"
"1334","Quikrete","","8"
"1335","R B PAMPLIN CORP","PPL CORP","8"
"1336","R F MICRO DEVICES","KKR & CO INC","13"
"1337","R F Micro Devices","Gevo","17"
"1338","R LACY SERVICES LTD","KYOEI STEEL LTD","16"
"1339","RACER Properties LLC","St Paper LLC","14"
"1340","RACER Trust","GE","11"
"1341","RAIN CII CARBON LLC","SCI LLC","14"
"1342","RALEIGH COUNTY SOLID WASTE AUTHORITY","SALINAS VALLEY SOLID WASTE AUTHORITY","18"
"1343","RAMACO RESOURCES INC","ARCH RESOURCES INC","6"
"1344","RANDOLPH COUTY","KRATON CO","11"
"1345","RANGE RESOURCES CORP","ANTERO RESOURCES CORP","5"
"1346","RAUSCH CREEK ELECTRIC POWER HOLDINGS LLC","AMERICAN ELECTRIC POWER CO INC","26"
"1347","RAYBURN COUNTY ELECTRIC COOP","S&C ELECTRIC CO","17"
"1348","RAYONIER ADVANCED MATERIALS INC","EAGLE MATERIALS INC","16"
"1349","RAYONIER INC","PRAXAIR INC","7"
"1350","RAYTHEON TECHNOLOGIES CORP","ALLEGHENY TECHNOLOGIES INC","14"
"1351","RC CAPE MAY HOLDINGS LLC","PEPCO HOLDINGS INC","16"
"1352","RC CAPE MAY HOLDINGS, LLC","PEPCO HOLDINGS INC","17"
"1353","RC Cape May Holdings LLC","Rupert Holdings, LLC","12"
"1354","RC Cape May Holdings, LLC","Rupert Holdings, LLC","11"
"1355","RC LONESTAR INC","ARCOSA INC","7"
"1356","RC Lonestar","FMC Corp","11"
"1357","RC Lonestar Inc","SRC Energy Inc","9"
"1358","RC Lonestar Inc.","SRC Energy Inc","10"
"1359","RC Lonestar, Inc. dba Buzzi Unicem USA","Buzzi Unicem USA Inc","26"
"1360","RCM MORGANTOWN POWER LTD","KRATON CO","19"
"1361","RCM MORGANTOWN POWER, LTD","KRATON CO","20"
"1362","RCM Morgantown Power, LTD","Trigeant, LTD","18"
"1363","RCM Selkirk, L.P.","SemGas, LP","15"
"1364","RCM Selkirk, L.P. (The McNair Group)","The Newark Group","26"
"1365","RDO FROZEN CO","DOW INC","10"
"1366","RDO Frozen Company","Boeing Company","10"
"1367","READING HEALTH SYSTEM","SAINT FRANCIS HEALTH SYSTEM","14"
"1368","REAL ALLOY HOLDING LLC","PEPCO HOLDINGS INC","16"
"1369","REAL ALLOY INC","GEVO INC","10"
"1370","REALY ALLOY INC","GEVO INC","11"
"1371","REC SILICON","CREE INC","9"
"1372","REC SILICON INC","PEPSICO INC","8"
"1373","REC SILICON Inc","ONEOK Inc","12"
"1374","REC Silicon Inc","TRC Solutions Inc","8"
"1375","RECAST ENERGY LLC","DTE ENERGY CO","10"
"1376","RECAST ENERGY, LLC","DTE ENERGY CO","11"
"1377","RECEIVER GBB ON BEHALF OF GSWA","EVERGY INC","26"
"1378","RECOIL RESOURCES OPERATING INC","EOG RESOURCES INC","15"
"1379","RECOLOGY","GE","8"
"1380","RECOLOGY INC","ECOVYST INC","7"
"1381","RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA","CVR ENERGY INC","37"
"1382","RECYCLED ENERGY DEVELOPMENT LLC","XCEL ENERGY INC","22"
"1383","RED APPLE GROUP INC","FPL GROUP INC","8"
"1384","RED OAK POWER HOLDINGS LLC","PEPCO HOLDINGS INC","16"
"1385","RED OAK POWER LLC","DOW INC","14"
"1386","RED RIVER ENERGY","DEVON ENERGY","10"
"1387","RED TRAIL ENERGY LLC","SABINAL ENERGY LLC","10"
"1388","REDFIELD ENERGY LLC","DTE ENERGY CO","10"
"1389","REEDY CREEK IMPROVEMENT DISTRICT","CREE INC","24"
"1390","REENERGY BLACK RIVER LLC","ENERGY TRANSFER LP","18"
"1391","REGENCY ENERGY PARTNERS LP","MARKWEST ENERGY PARTNERS LP","11"
"1392","REGENCY MIDCONTINENT EXPRESS PIPELINE I LLC","CONTINENTAL RESOURCES INC","32"
"1393","REGENCY MIDCONTINENT EXPRESS PIPELINE LLC","CONTINENTAL RESOURCES INC","30"
"1394","REGION 2000 SERVICES AUTHORITY","SACRAMENTO POWER AUTHORITY","24"
"1395","REM","GE","3"
"1396","REMC ASSETS, LP","AES CORP","13"
"1397","RENEWABLE ENERGY GROUP INC","XCEL ENERGY INC","15"
"1398","RENO COUNTY KANSAS","OCI NV","16"
"1399","RENSSELAER COGENERATION LLC","HESS CORPORATION","19"
"1400","RENTECH INC","CREE INC","5"
"1401","RENTECH NITROGEN PARTNERS LP","ENABLE MIDSTREAM PARTNERS LP","16"
"1402","RENTECH NITROGEN PARTNERS, LP","ENABLE MIDSTREAM PARTNERS, LP","16"
"1403","RENU POWER HOLDINGS LLC","PEPCO HOLDINGS INC","13"
"1404","RENU POWER HOLDINGS, LLC","PEPCO HOLDINGS INC","14"
"1405","REPSOL OIL & GAS USA LLC","SABINE OIL & GAS LLC","14"
"1406","REPUBLIC PAPERBOARD CO","ALCOA CORP","18"
"1407","REPUBLIC SERVICES INC","PEPSICO INC","14"
"1408","REPUBLIC SERVICES, INC","PEPSICO, INC","14"
"1409","REPUBLIC SILVER STATE DISPOSAL INC","DARLING INTERNATIONAL INC","25"
"1410","REPUBLIC STEEL","HEI","13"
"1411","RESERVE GROUP MANAGEMENT CO","ARES MANAGEMENT CORP","13"
"1412","RESOLUTE ENERGY CORP","DUKE ENERGY CORP","8"
"1413","RESOLUTE FOREST PRODUCTS INC","EOG RESOURCES INC","17"
"1414","RESOLUTE FP US INC","CREE INC","12"
"1415","RESOURCE ENERGY CAN-AM LLC","EVERSOURCE ENERGY","15"
"1416","REVELATION ENERGY LLC","DEVON ENERGY","11"
"1417","REVERE COPPER PRODUCTS INC","MUELLER WATER PRODUCTS INC","14"
"1418","REX AMERICAN RESOURCES","ARCH RESOURCES INC","14"
"1419","REX AMERICAN RESOURCES CORP","CNX RESOURCES CORP","11"
"1420","REX COAL CO","HEXCEL CORP","8"
"1421","REX ENERGY OPERATING CORP","DUKE ENERGY CORP","15"
"1422","REXNORD CORP","EXELON CORP","7"
"1423","REXNORD INDUSTRIES LLC","MELROSE INDUSTRIES PLC","12"
"1424","REYNOLDS AMERICAN INC","BP AMERICA INC","11"
"1425","REYNOLDS CONSUMER PRODUCTS HOLDINGS INC","DELEK US HOLDINGS INC","22"
"1426","REYNOLDS CONSUMER PRODUCTS HOLDINGS LLC","DELEK US HOLDINGS INC","26"
"1427","REYNOLDS CONSUMER PRODUCTS INC","MUELLER WATER PRODUCTS INC","20"
"1428","REYNOLDS GROUP HOLDINGS INC","DELEK US HOLDINGS INC","14"
"1429","REYNOLDS GROUP HOLDINGS, INC","DELEK US HOLDINGS INC","15"
"1430","RG Steel - Wheeling, LLC","Steel Dust Recycling LLC","16"
"1431","RG Steel LLC","SCI LLC","9"
"1432","RG Steel, LLC","Solae, LLC","9"
"1433","RG Steel-Wheeling, LLC","Solae, LLC","16"
"1434","RHEA COUNTY TENNESSEE","DEVON ENERGY","19"
"1435","RHEA COUNTY TN","ECOVYST INC","13"
"1436","RHINO RESOURCES LP","ARCH RESOURCES INC","10"
"1437","RHODE ISLAND RESOURCE RECOVERY CORP","CNX RESOURCES CORP","23"
"1438","RHODE ISLAND STATE ENERGY CENTER LP","DEVON ENERGY CORP","24"
"1439","RHODIA INC","ARCOSA INC","6"
"1440","RI CORP DEVELOPMENT INC","CREE INC","15"
"1441","RI-CORP DEVELOPMENT INC DBA GILBERTON POWER CO","CAPITAL POWER CORP","36"
"1442","RI-CORP DEVELOPMENT INC dba GILBERTON POWER CO","DEVON ENERGY CORP","37"
"1443","RICE COUNTY","3M CO","10"
"1444","RICE COUNTY MINNESOTA","ECOVYST INC","18"
"1445","RICE ENERGY INC","XCEL ENERGY INC","4"
"1446","RICE UNIVERSITY","XCEL ENERGY","12"
"1447","RICELAND FOODS INC","ELANCO US INC","11"
"1448","RICHMOND SANITARY DISTRICT","MONSANTO CO","19"
"1449","RILEY EXPLORATION - PERMIAN LLC","GREEN PLAINS INC","23"
"1450","RIM Operating, Inc","TXI Operations Inc","8"
"1451","RIMROCK ENERGY PARTNERS LLC","MARKWEST ENERGY PARTNERS LP","12"
"1452","RIMROCK OIL & GAS LP","CARRIZO OIL & GAS INC","13"
"1453","RINCON LTD","BROADCOM LTD","8"
"1454","RING ENERGY INC","MGE ENERGY INC","5"
"1455","RING-NECK ENERGY & FEED","MGE ENERGY","15"
"1456","RING-NECK ENERGY & FEED LLC","MGE ENERGY","19"
"1457","RIO GRANDE E&P LLC","SCI LLC","15"
"1458","RIO OIL & GAS (PERMIAN) II LLC","CARRIZO OIL & GAS INC","17"
"1459","RIO TINTO AMERICA INC","BP AMERICA INC","11"
"1460","RIVANNA SOLID WASTE AUTHORITY","SALINAS VALLEY SOLID WASTE AUTHORITY","15"
"1461","RIVER BIRCH INC","GREIF INC","10"
"1462","RIVER BIRCH LLC","SCI LLC","12"
"1463","RIVERBAY CORP-CO-OP CITY","IDACORP","19"
"1464","RIVERSIDE ENERGY MICHIGAN LLC","CVR ENERGY INC","17"
"1465","RIVERSTONE HOLDINGS LLC","TAK INVESTMENT HOLDINGS, LLC","13"
"1466","RIVERVIEW INVESTMENT HOLDING LLC","TAK INVESTMENT HOLDINGS, LLC","14"
"1467","RIVERVIEW INVESTMENT HOLDINGS LLC","TAK INVESTMENT HOLDINGS, LLC","13"
"1468","RIVIANA FOODS INC","CONAGRA FOODS INC","10"
"1469","RJS Generation Holdings LLC","Riverstone Holdings LLC","12"
"1470","RKI","","3"
"1471","RKI EXPLORATION & PRODUCTION LLC","KRATON CO","23"
"1472","RKI Exploration & Production LLC","Titan Rock Exploration & Production LLC","11"
"1473","RLC INDUSTRIES CO","LSB INDUSTRIES INC","7"
"1474","ROAN RESOURCES INC","EOG RESOURCES INC","5"
"1475","ROANOKE VALLEY RESOURCE AUTHORITY","MONTAGE RESOURCES CORP","23"
"1476","ROBERTSON-FINLEY RESOURCES INC","EOG RESOURCES INC","15"
"1477","ROBESON COUNTY","KRATON CO","11"
"1478","ROBESON COUNTY NORTH CAROLINA","JOHNSON CONTROLS INC","21"
"1479","ROC FUND LANDFILL HOLDINGS LLC","T S LANDFILL, INC","19"
"1480","ROC Fund Landfill Holdings, LLC","TA Ada Holdings LLC","18"
"1481","ROCHDALE VILLAGE INC","CATERPILLAR INC","13"
"1482","ROCHE HOLDINGS INC","POST HOLDINGS INC","7"
"1483","ROCHESTER DISTRICT HEATING COOPERATIVE","LOCKHEED MARTIN CORP","28"
"1484","ROCHESTER PUBLIC UTILITIES","ESSENTIAL UTILITIES INC","21"
"1485","ROCK ENERGY COOPERATIVE","CMS ENERGY CORP","14"
"1486","ROCK RIVER ENVIRONMENTAL SERVICES","GFL ENVIRONMENTAL INC","20"
"1487","ROCK-TENN CO","KRATON CO","9"
"1488","ROCK-TENN COMPANY","3M COMPANY","11"
"1489","ROCKALL ENERGY LLC","SABINAL ENERGY LLC","10"
"1490","ROCKBRIDGE COUNTY","ENBRIDGE INC","13"
"1491","ROCKCLIFF ENERGY II LLC","XCEL ENERGY INC","14"
"1492","ROCKIES EXPRESS HOLDINGS LLC","PLAINS GP HOLDINGS LP","19"
"1493","ROCKIES EXPRESS PIPELINE LLC","CEMEX INC","21"
"1494","ROCKINGHAM COUNTY NC","BOEING CO","15"
"1495","ROCKINGHAM COUNTY NORTH CAROLINA","KIA MOTORS CORP","25"
"1496","ROCKINGHAM COUNTY VA","OCI NV","14"
"1497","ROCKINGHAM COUNTY VIRGINIA","OCI NV","20"
"1498","ROCKLAND CAPITAL LLC","PROSPECT CAPITAL CORP","15"
"1499","ROCKLAND CAPITAL, LLC","PROSPECT CAPITAL CORP","16"
"1500","ROCKLAND POWER PARTNERS II LP","MARKWEST ENERGY PARTNERS LP","22"
"1501","ROCKPOINT GAS STORAGE PARTNERS LP","DCP MIDSTREAM PARTNERS, LP","21"
"1502","ROCKY ROAD POWER LLC","DOW INC","17"
"1503","ROGUE VALLEY PROPERTIES INC","ALLETE INC","17"
"1504","ROGUE VALLEY PROPERTIES, INC","ALLETE INC","18"
"1505","ROLL GLOBAL LLC","LONZA","14"
"1506","ROLLS-ROYCE NA HOLDINGS INC","POST HOLDINGS INC","14"
"1507","ROLLS-ROYCE NORTH AMERICA (USA) HOLDINGS CO","CRH AMERICAS INC","27"
"1508","ROLLS-ROYCE NORTH AMERICA HOLDINGS INC","CRH AMERICAS INC","22"
"1509","ROLLS-ROYCE PLC","SCI LLC","12"
"1510","ROME-FLOYD COUNTY SOLID WASTE COMMISSION","CONSOLIDATED EDISON INC","31"
"1511","ROQUETTE AMERICA INC","BP AMERICA INC","10"
"1512","ROQUETTE AMERICA, INC","BP AMERICA INC","11"
"1513","ROSBORO LLC","SCI LLC","8"
"1514","ROSE CAPITAL INVESTMENT INC","TAK INVESTMENT LLC","15"
"1515","ROSEBUD MINING CO","COEUR MINING INC","9"
"1516","ROSEBURG FOREST PRODUCTS","UGI CORP","20"
"1517","ROSEHILL RESOURCES","ARCH RESOURCES INC","12"
"1518","ROSEMORE INC","CREE INC","6"
"1519","ROSETTA RESOURCES OPERATING LP","MONTAGE RESOURCES CORP","18"
"1520","ROSEVILLE ELECTRIC","S&C ELECTRIC CO","13"
"1521","ROSEWOOD RESOURCES INC","EOG RESOURCES INC","7"
"1522","ROSEWOOD RESOURCES, INC","EOG RESOURCES, INC","7"
"1523","ROUSSELOT INC","GEVO INC","9"
"1524","ROWAN COUNTY NORTH CAROLINA","SAINT GOBAIN NORTH AMERICA","21"
"1525","ROWAN UNIVERSITY","DEVON ENERGY","14"
"1526","ROWDY PIPELINE LLC","DOW INC","13"
"1527","ROXUL USA INC","ARCOSA INC","7"
"1528","RS CO GEN","GE","7"
"1529","RS COGEN","GE","6"
"1530","RS Co Gen","GE","9"
"1531","RSI","","3"
"1532","RSI`","","4"
"1533","RSP PERMIAN LLC","SCI LLC","10"
"1534","RSP Permian, LLC","St Paper LLC","10"
"1535","RSR CORP","AES CORP","4"
"1536","RSR NORTH AMERICA CORP","CRH AMERICAS INC","14"
"1537","RSR North America Corp","UPM North America","11"
"1538","RUBY BLOCKER LLC","SCI LLC","13"
"1539","RUMBOLD & KUHN INC","KKR & CO INC","14"
"1540","RUMPKE CONSOLIDATED COS INC","CONSOLIDATED EDISON INC","14"
"1541","RUTGERS THE STATE UNIVERSITY OF NEW JERSEY","DTE ENERGY CO","35"
"1542","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY","DTE ENERGY CO","36"
"1543","RYOBI DIE CASTING (USA) INC","ENBRIDGE (US) INC","18"
"1544","Rain CII Carbon LLC","Tokai Carbon CB","12"
"1545","Ralcorp Holdings, Inc.","Seacor Holdings Inc","7"
"1546","Raleigh County Solid Waste Authority","Tucker County Solid Waste Authority","11"
"1547","Ranch Westex JV LLC","Roan Resources LLC","15"
"1548","Randolph County","Sandoval County NM","9"
"1549","Randolph Couty","Sandoval County NM","10"
"1550","Range Resources - Appalachia, LLC & Range Resources - Pine Mountain, LLC","Roan Resources LLC","54"
"1551","Range Resources - Pine Mountain, LLC & Range Resources - Appalachia, LLC","Revolution Resources, LLC","53"
"1552","Range Texas Production, LLC","Stanolind Production LLC","17"
"1553","Range Texas Production, LLC & Range Operating New Mexico, LLC","Riley Permian Operating CO, LLC","44"
"1554","Rangeview Resources Operating CO LLC","Rosetta Resources Operating LP","18"
"1555","Rausch Creek Electric Power Holdings, LLC","Sapphire Power Holdings LLC","22"
"1556","Raven Power Holding LLC","Sapphire Power Holdings LLC","10"
"1557","Raven Power Holdings","Riesel Holdings","11"
"1558","Raven Power Holdings LLC","Sapphire Power Holdings LLC","9"
"1559","Rayburn County Electric Coop","Tampa Electric Co","19"
"1560","Rayonier Advanced Materials Inc","Eagle Materials Inc.","19"
"1561","Rayonier Performance Fibers LLC","Roan Resources LLC","21"
"1562","Rayonier, Inc","Boise, Inc","7"
"1563","ReEnergy Black River LLC","TRP Energy LLC","16"
"1564","ReEnergy Holdings","Riesel Holdings","8"
"1565","ReEnergy Holdings, LLC","Rupert Holdings, LLC","8"
"1566","ReNu Power Holdings, LLC","Rupert Holdings, LLC","8"
"1567","Reading Health System","Clean Harbors","20"
"1568","Recast Energy, LLC","Rockall Energy LLC","8"
"1569","Receiver GBB on behalf of GSWA","Petrobras USA","27"
"1570","Recoil Resources Operating, Inc","Rosetta Resources Operating LP","15"
"1571","Recology","Exelon","8"
"1572","Recycled Energy Development LLC","Tecolote Energy LLC","20"
"1573","Red Oak Power Holdings, LLC","Rupert Holdings, LLC","13"
"1574","Red River Energy","Devon Energy","10"
"1575","Red Shield Acquisition, LLC.","S.B. Acquisitions, Inc.","19"
"1576","Red Trail Energy LLC","Talos Energy LLC","8"
"1577","Redback Power LP, LLC","Tres Power LLC","13"
"1578","Redfield Energy, LLC","TRP Energy LLC","10"
"1579","Reedy Creek Improvement District","Salem County Improvement Authority","26"
"1580","Regency Energy Partners LP","Rise Energy Partners, LP","8"
"1581","Regency Midcontinent Express Pipeline I LLC","Rowdy Pipeline LLC","31"
"1582","Regency Midcontinent Express Pipeline, LLC","Rockies Express Holdings, LLC","29"
"1583","Regents of the University of California","University of California","15"
"1584","Regents, University of California","University of California","9"
"1585","Region 2000 Services Authority","The Harrisburg Authority","24"
"1586","Renesas Electronics America Inc","Samsung Electronics America Inc","10"
"1587","Renewable Energy Group, Inc.","Noble Energy Inc.","15"
"1588","Reno County","Rice County","4"
"1589","Reno County, Kansas","Seward County Kansas","9"
"1590","Rensselaer Cogeneration LLC","Temple Generation I LLC","16"
"1591","Rentech Nitrogen Partners, L.P.","Rise Energy Partners, LP","17"
"1592","Rentech, Inc.","Shintech Inc","7"
"1593","Repsol Oil & Gas USA, LLC","SHD Oil & Gas LLC","14"
"1594","Republic Engineered Products LLC","Orion Engineered Carbons LLC","20"
"1595","Republic Financial Corp.","Scana Corp","16"
"1596","Republic Industries","LSB Industries","11"
"1597","Republic Paperboard Co","Seaboard Corp","15"
"1598","Republic Service Inc.","Spire Inc","14"
"1599","Republic Service, Inc.","Roxul USA, Inc.","15"
"1600","Republic Services","Rubicon LLC","16"
"1601","Republic Services Inc.","Terves Inc","14"
"1602","Republic Services, Inc","Terves Inc","14"
"1603","Republic Services, Inc.","Terves Inc","15"
"1604","Republic Servics, Inc.","Roxul USA, Inc.","15"
"1605","Republic Steel","Rubicon LLC","13"
"1606","Reser's Fine Foods, Inc","TreeHouse Foods Inc","14"
"1607","Resolute Energy Corporation","Duke Energy Corporation","8"
"1608","Resolute FP US Inc.","Roxul USA, Inc.","12"
"1609","Resolute Forest Products","Roseburg Forest Products","10"
"1610","Resolute Forest Products Inc","Roseburg Forest Products","14"
"1611","Resolute Forest Products Inc.","Roseburg Forest Products","15"
"1612","Resolute Natural Resources Co","Teal Natural Resources LLC","11"
"1613","Resolute Natural Resources Company","Teal Natural Resources LLC","16"
"1614","Resource Energy Can-Am LLC","Eversource Energy","15"
"1615","Revelation Energy LLC","Tapstone Energy LLC","10"
"1616","Revere Copper Products, Inc.","Revere Copper Products, Inc.","0"
"1617","Revolution Resources, LLC","Revolution Resources, LLC","0"
"1618","Rex American Resources","Rex American Resources","0"
"1619","Rex Coal Company","Rex Coal Company","0"
"1620","Rex Energy Operating Corporation","Rex Energy Operating Corporation","0"
"1621","Rexnord Industries LLC","Rexnord Industries LLC","0"
"1622","Rexnord Industries, LLC","Rexnord Industries, LLC","0"
"1623","Reynolds American Inc.","Reynolds American Inc.","0"
"1624","Reynolds Group Holdings Inc","Reynolds Group Holdings Inc","0"
"1625","Reynolds Group Holdings Inc.","Reynolds Group Holdings Inc.","0"
"1626","Reynolds Group Holdings, Inc.","Reynolds Group Holdings, Inc.","0"
"1627","Rhea County, TN","Rhea County, TN","0"
"1628","Rhode Island Resource Recovery Corporation","Rhode Island Resource Recovery Corporation","0"
"1629","Rhode Island State Energy Center, LP","Rhode Island State Energy Center, LP","0"
