"PARENT COMPANIES","REPORTING YEAR","GHG QUANTITY (METRIC TONS CO2e)"
"Nouryon (100%)",2018,21467
"OCCIDENTAL PETROLEUM CORP (100%)",2018,84195
"OCCIDENTAL PETROLEUM CORP (100%)",2018,135360
"OCCIDENTAL PETROLEUM CORP (100%)",2018,38570
"OCCIDENTAL PETROLEUM CORP (100%)",2018,1738325
"OCI USA INC (100%)",2018,616990
"ONEOK INC (100%)",2018,12507
"OXEA CORP (100%)",2018,373053
"OCCIDENTAL PETROLEUM CORP (100%)",2018,110814
"OCCIDENTAL PETROLEUM CORP (100%)",2018,1238002
"OCCIDENTAL PETROLEUM CORP (100%)",2018,116880
"OLIN CORP (100%)",2018,2490741
"OLIN CORP (100%)",2018,23189
"OLIN CORP (100%)",2018,25486
"OLIN CORP (100%)",2018,32218
"ORION ENGINEERED CARBONS LLC (100%)",2018,175952
"ORION ENGINEERED CARBONS LLC (100%)",2018,216110
"Bayer CORP (100%)",2018,539591
"CABOT CORP (100%)",2018,131077
"PCS NITROGEN FERTILIZER LP (100%)",2018,1230111
"POTASH HOLDING CO INC (100%)",2018,1808478
"PCS NITROGEN FERTILIZER LP (100%)",2018,1622212
"POTASH CORP OF SASKATCHEWAN USA (100%)",2018,302052
"ASRC (100%)",2018,21244
"PFIZER INC (100%)",2018,109590
"PHILLIPS 66 (100%)",2018,331103
"PMC GROUP (100%)",2018,101867
"PPG INDUSTRIES INC (100%)",2018,118938
"PQ CORP (100%)",2018,26544
"PRAXAIR INC (100%)",2018,7058
"LSB INDUSTRIES INC (100%)",2018,342236
"PAR PACIFIC HOLDINGS INC (100%)",2018,6461
"ENTERPRISE PRODUCTS PARTNERS LP (100%)",2018,47045
"GREENVILLE SERVICE CO INC (100%)",2018,35895
"PBF ENERGY CO LLC (100%)",2018,1624
"PFIZER INC (100%)",2018,46174
"PHILLIPS 66 (100%)",2018,120460
"PHILLIPS 66 (100%)",2018,277808
"PHILLIPS 66 (100%)",2018,476846
"PHILLIPS 66 (100%)",2018,157676
"TATE & LYLE INGREDIENTS AMERICAS LLC (100%)",2018,31802
"THE PROCTER & GAMBLE CO (81.3%); DTE ENERGY CO (18.7%)",2018,110434
"PROCTER & GAMBLE (100%)",2018,20623
"G2X ENERGY (100%)",2018,47510
"PAR PACIFIC HOLDINGS INC (100%)",2018,112223
"RENEWABLE ENERGY GROUP INC (100%)",2018,32433
"DOW CHEMICAL (100%)",2018,318040
"HUNTSMAN PETROCHEMICAL LLC (50%); LANXESS CORP (50%)",2018,59837
"ROUSSELOT INC (100%)",2018,41019
"E I DU PONT DE NEMOURS & CO (100%)",2018,880743
"PHILLIPS 66 (100%)",2018,155273
"SAN JOAQUIN REFINING CO INC (100%)",2018,28104
"SANOFI US (100%)",2018,36097
"SAVANNAH RIVER NUCLEAR SOLUTIONS LLC (100%)",2018,23892
"SC JOHNSON & SON INC (100%)",2018,26444
"SHELL OIL CO (100%)",2018,980823
"C-K TECH INC (100%)",2018,587072
"SI GROUP INC (100%)",2018,87245
"SI GROUP INC (100%)",2018,60765
"JR SIMPLOT CO (100%)",2018,365760
"SNF HOLDING CO (100%)",2018,58579
"SOLUTIA INC (100%)",2018,30474
"SOLVAY CHEMICALS INC (100%)",2018,55496
"STEPAN CO (100%)",2018,26750
"SUNCOR ENERGY (USA) INC (100%)",2018,190055
"SYNGENTA CORP (100%)",2018,64099
"SASOL USA CORP (100%)",2018,62498
"SASOL USA CORP (100%)",2018,818956
"SHELL OIL CO (100%)",2018,46770
"SHELL OIL CO (50%); SHELL OIL CO (50%)",2018,41109
"SOLVAY SPECIALTY POLYMERS USA LLC (100%)",2018,31587
"SOLVAY HOLDING INC (100%)",2018,32227
"SPRAY PRODUCTS CORP (100%)",2018,295
"DOW CHEMICAL (100%)",2018,3053784
"MARATHON PETROLEUM CO LP (100%)",2018,95409
"SYMRISE INC (100%)",2018,29121
"SYMRISE INC (100%)",2018,29852
"EASTMAN CHEMICAL CO (100%)",2018,57783
"EASTMAN CHEMICAL CO (100%)",2018,73077
"CF INDUSTRIES HOLDINGS INC (100%)",2018,1324697
"MARATHON PETROLEUM CORP (100%)",2018,91490
"TETRA TECHNOLOGIES INC (100%)",2018,49395
"PBF ENERGY CO LLC (100%)",2018,1147727
"TPC GROUP LLC (100%)",2018,142164
"TPC GROUP LLC (100%)",2018,666427
"TRADEMARK NITROGEN CORP (100%)",2018,5436
"TRECORA RESOURCES (100%)",2018,89466
"TRONOX LTD (100%)",2018,367008
"THE MOSAIC CO (100%)",2018,851642
"TATE & LYLE INGREDIENTS AMERICAS LLC (100%)",2018,100076
"DOW CHEMICAL (100%)",2018,50206
"DOW CHEMICAL (100%)",2018,2060012
"TRAMMO INC (100%)",2018,43524
"US GOVERNMENT (%)",2018,13751
"DOW CHEMICAL (100%)",2018,799732
"DOW CHEMICAL (100%)",2018,85503
"HONEYWELL INTERNATIONAL INC (100%)",2018,52236
"AUSTIN POWDER HOLDINGS CO (100%)",2018,114257
"DOW CHEMICAL (100%)",2018,107859
"UNITED REFINING CO (100%)",2018,36689
"VALERO ENERGY CORP (100%)",2018,387272
"VALERO ENERGY CORP (100%)",2018,529234
"VALERO ENERGY CORP (100%)",2018,955248
"VALERO ENERGY CORP (100%)",2018,112732
"VALERO ENERGY CORP (100%)",2018,214019
"VANTAGE SPECIALTY CHEMICALS INC (100%)",2018,46063
"CF INDUSTRIES HOLDINGS INC (100%)",2018,3869564
"VVF INTERVEST LLC (100%)",2018,29794
"VALERO ENERGY CORP (100%)",2018,518296
"VEOLIA ENVIRONMENT NORTH AMERICAN OPERATIONS INC (100%)",2018,41120
"VERSUM MATERIALS US LLC (100%)",2018,171497
"VERTELLUS HOLDINGS LLC (100%)",2018,72164
"WR GRACE & CO (100%)",2018,25820
"WR GRACE & CO (100%)",2018,25969
"WASHINGTON MILLS ELECTRO MINERALS CORP (100%)",2018,110436
"WESTLAKE CHEMICAL CORP (100%)",2018,740227
"WESTLAKE CHEMICAL CORP (100%)",2018,145005
"WESTLAKE CHEMICAL CORP (100%)",2018,218584
"WESTLAKE CHEMICAL CORP (100%)",2018,478559
"PHILLIPS 66 (100%)",2018,976219
"PFIZER INC (100%)",2018,4860
"AXIALL CORP (100%)",2018,80299
"WESTLAKE CHEMICAL CORP (100%)",2018,1215427
"AXIALL CORP (83%); ENTERGY CORP (17%)",2018,1506600
"PHOSPHATE HOLDINGS INC (100%)",2018,54771
"3M CO (100%)",2017,47332
"3M CO (100%)",2017,713888
"3M CO (100%)",2017,2533
"ABBVIE INC (100%)",2017,82095
"ADA CARBON SOLUTIONS LLC (100%)",2017,183758
"ADVANSIX INC (100%)",2017,1040591
"GEVO (100%)",2017,39603
"AGRIUM US INC (100%)",2017,852522
"AGRIUM US INC (100%)",2017,144290
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2017,629814
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2017,375203
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2017,187348
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2017,195212
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2017,440289
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2017,325216
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2017,836850
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,754847
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,701383
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,53144
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,288393
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,776438
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,232285
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,176811
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,890024
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,46574
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,361040
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,612023
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,747631
"ALBEMARLE CORP (100%)",2017,45154
"ALBEMARLE CORP (100%)",2017,80167
"ALTIVIA PETROCHEMICALS LLC (100%)",2017,24326
"ARKEMA AMERICAS (50%); NIPPON SHOKUBAI AMERICA INDUSTRIES INC (50%)",2017,77351
"CHEVRON CORP (50%); TRINSEO (50%)",2017,623078
"AMGEN INC (100%)",2017,28149
"ARUBA INVESTMENTS INC (100%)",2017,114465
"FREEPORT MCMORAN COPPER & GOLD (50%); SOUTHWEST ENERGY (50%)",2017,211550
"ARKEMA AMERICAS (100%)",2017,51705
"ARKEMA AMERICAS (100%)",2017,56878
"ARKEMA AMERICAS (100%)",2017,1157268
"ASCEND PERFORMANCE MATERIALS LLC (100%)",2017,573064
"SID RICHARDSON CARBON & ENERGY CO (100%)",2017,318161
"ADVANSIX INC (100%)",2017,152188
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2017,63454
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2017,657652
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,197436
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,562436
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,2619700
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,1169458
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,722823
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,371991
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,22128
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,934705
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,98269
"ALBEMARLE CORP (100%)",2017,112470
"ALCON LABORATORIES INC (100%)",2017,33950
"ASCEND PERFORMANCE MATERIALS LLC (100%)",2017,533589
"ASCEND PERFORMANCE MATERIALS LLC (100%)",2017,8458870
"B BRAUN MEDICAL US (100%)",2017,46284
"BASF CORP (100%)",2017,54138
"BASF CORP (100%)",2017,827368
"BASF CORP (100%)",2017,65455
"BASF CORP (100%)",2017,70269
"BASF CORP (100%)",2017,143256
"BASF CORP (100%)",2017,36575
"BASF CORP (100%)",2017,718338
"BASF CORP (100%)",2017,1669252
"BAYER GROUP (100%)",2017,33282
"BIOGEN IDEC INC (100%)",2017,29927
"COLUMBIAN CHEMICALS CO (100%)",2017,121652
"PHILLIPS 66 (100%)",2017,506116
"BP AMERICA INC (100%)",2017,641165
"BRISTOL-MYERS SQUIBB CO (100%)",2017,60071
"MONSANTO CO (100%)",2017,79210
"MONSANTO CO (100%)",2017,88246
"BAYER GROUP (100%)",2017,26116
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2017,1840370
"ORION ENGINEERED CARBONS LLC (100%)",2017,203104
"SID RICHARDSON CARBON & ENERGY CO (100%)",2017,321826
"ORION ENGINEERED CARBONS LLC (100%)",2017,236704
"SID RICHARDSON CARBON & ENERGY CO (100%)",2017,314984
"TRONOX LTD (100%)",2017,27173
"BRISTOL-MYERS SQUIBB CO (100%)",2017,23705
"CABOT CORP (100%)",2017,383439
"CABOT CORP (100%)",2017,321828
"CALGON CARBON CORP (100%)",2017,45290
"CALUMET SPECIALTY PRODUCTS PARTNERS (100%)",2017,23207
"CALUMET SPECIALTY PRODUCTS PARTNERS (100%)",2017,15927
"CALUMET SPECIALTY PRODUCTS PARTNERS (100%)",2017,56179
"CARESTREAM HEALTH INC (100%)",2017,30999
"CF INDUSTRIES HOLDINGS INC (100%)",2017,8730636
"CF INDUSTRIES HOLDINGS INC (100%)",2017,2445428
"CF INDUSTRIES HOLDINGS INC (100%)",2017,2786006
"LYONDELLBASSELL (100%)",2017,1986894
"THE CHEMOURS CO (100%)",2017,80755
"THE CHEMOURS CO (100%)",2017,511699
"THE CHEMOURS CO (100%)",2017,737532
"THE CHEMOURS CO (100%)",2017,70883
"THE CHEMOURS CO (100%)",2017,5181951
"THE CHEMOURS CO (100%)",2017,559306
"LSB INDUSTRIES INC (100%)",2017,479181
"MERCK & CO INC (100%)",2017,22765
"CHEVRON CORP (50%); PHILLIPS 66 (50%)",2017,1248425
"CHEVRON CORP (50%); PHILLIPS 66 (50%)",2017,10325
"CHEVRON CORP (50%); PHILLIPS 66 (50%)",2017,755874
"CHEVRON CORP (100%)",2017,1418430
"CHEVRON CORP (100%)",2017,559164
"CHS INC (100%)",2017,239617
"CHS INC (100%)",2017,339869
"Celanese CORP (100%)",2017,621492
"CVR ENERGY INC (100%)",2017,2065938
"COLUMBIAN CHEMICALS CO (100%)",2017,249377
"CONTINENTAL CARBON CO (100%)",2017,161861
"CONTINENTAL CARBON CO (100%)",2017,232567
"CONTINENTAL CARBON CO (100%)",2017,159861
"COVESTRO LLC (100%)",2017,23564
"THE CHEMOURS CO (100%)",2017,37932
"CSL BEHRING LLC (100%)",2017,46810
"CYTEC INDUSTRIES INC (100%)",2017,35706
"CALUMET SPECIALTY PRODUCTS PARTNERS (100%)",2017,126556
"THE CHEMOURS CO (100%)",2017,53916
"THE CHEMOURS CO (100%)",2017,107556
"THE CHEMOURS CO (100%)",2017,427299
"CHEMTRADE LOGISTICS (100%)",2017,27498
"CHEVRON CORP (100%)",2017,140960
"CHEVRON CORP (93.1%); CHEVRON CORP (6.9%)",2017,902807
"CHEVRON CORP (100%)",2017,1068522
"DYNO NOBEL INC (100%)",2017,398625
"CLARIANT CORP (100%)",2017,26233
"CVR ENERGY INC (100%)",2017,63273
"BASF CORP (100%)",2017,32515
"COMPASS MINERALS (100%)",2017,88648
"HIG BBC HOLDINGS CORP (100%)",2017,357762
"DOW CHEMICAL (100%)",2017,58723
"DOW CHEMICAL (100%)",2017,54369
"SABIC INNOVATIVE PLASTICS HOLDING US LP (50%); TOTAL HOLDINGS USA INC (50%)",2017,342273
"DAIKIN AMERICA INC (100%)",2017,462688
"CORNING INC (50%); DOW CHEMICAL (50%)",2017,157445
"DOW CHEMICAL (100%)",2017,3774830
"DSM HOLDING CO INC (100%)",2017,27966
"DSM HOLDING CO INC (100%)",2017,55607
"E I DU PONT DE NEMOURS & CO (100%)",2017,87303
"DYNO NOBEL INC (100%)",2017,397108
"SOUTHERN CO (100%)",2017,38778
"PBF ENERGY CO LLC (100%)",2017,343371
"DELTECH CORP (100%)",2017,97105
"VALERO ENERGY CORP (100%)",2017,101312
"GLENCOE CAPITAL (100%)",2017,45611
"DOW CHEMICAL (100%)",2017,23258
"E I DU PONT DE NEMOURS & CO (100%)",2017,31819
"DYNO NOBEL INC (100%)",2017,193622
"DYNO NOBEL INC (100%)",2017,982061
"E I DU PONT DE NEMOURS & CO (100%)",2017,8
"BRISTOL-MYERS SQUIBB CO (100%)",2017,37641
"ECO SERVICES OPERATIONS LLC (100%)",2017,35589
"LSB INDUSTRIES INC (100%)",2017,1006988
"LSB INDUSTRIES INC (100%)",2017,170143
"ELEMENTIS WORLDWIDE (100%)",2017,146513
"EMERALD PERFORMANCE MATERIALS LLC (100%)",2017,62518
"LYONDELLBASSELL (100%)",2017,977465
"LYONDELLBASSELL (100%)",2017,48817
"LYONDELLBASSELL (100%)",2017,353020
"LYONDELLBASSELL (100%)",2017,454680
"LYONDELLBASSELL (100%)",2017,1231746
"Prince Erachem Inc (100%)",2017,41933
"Superior Plus US Holdings Inc (100%)",2017,25277
"ERGON INC (100%)",2017,82161
"ERGON INC (100%)",2017,9583
"EVONIK INDUSTRIES (100%)",2017,32462
"EVONIK INDUSTRIES (100%)",2017,74775
"Evonik Corp (100%)",2017,48311
"EVONIK INDUSTRIES (100%)",2017,160607
"EVONIK INDUSTRIES (100%)",2017,76622
"EVONIK INDUSTRIES (100%)",2017,28035
"EVONIK INDUSTRIES (100%)",2017,40315
"EXXONMOBIL CORP (100%)",2017,30973
"EXXONMOBIL CORP (100%)",2017,82459
"WESTLAKE CHEMICAL CORP (100%)",2017,529134
"CVR ENERGY INC (100%)",2017,698384
"EASTMAN CHEMICAL CO (100%)",2017,1033316
"EASTMAN CHEMICAL CO (100%)",2017,3875376
"EASTMAN CHEMICAL CO (100%)",2017,38604
"PQ CORP (100%)",2017,35243
"KOCH INDUSTRIES INC (70.2%); SUNCOR ENERGY (USA) INC (6.03%); Duonix Beatrice General Partners LLC (2%); Duonix Beatrice LP (16.46%); Scott Lynn (1.96%); Greenway Capital LP (1.7%)",2017,28925
"ELI LILLY & CO (100%)",2017,127217
"EMERY OLEOCHEMICALS LLC (100%)",2017,184793
"EVONIK INDUSTRIES (100%)",2017,11008
"EXXONMOBIL CORP (100%)",2017,107845
"EXXONMOBIL CORP (100%)",2017,55310
"THE CHEMOURS CO (100%)",2017,223972
"FORMOSA PLASTICS CORP USA (100%)",2017,360930
"FORMOSA PLASTICS CORP USA (100%)",2017,3459659
"FRESENIUS MEDICAL CARE NORTH AMERICA (100%)",2017,65501
"KOCH INDUSTRIES INC (100%)",2017,99744
"KOCH INDUSTRIES INC (100%)",2017,1650703
"FUJIFILM HOLDINGS AMERICA CORP (100%)",2017,28895
"FUTUREFUEL CORP (100%)",2017,158048
"SYNGENTA CORP (100%)",2017,23304
"GENENTECH INC (100%)",2017,31112
"GLAXOSMITHKLINE (100%)",2017,20807
"THE GOODYEAR TIRE & RUBBER CO (100%)",2017,44950
"WR GRACE & CO (100%)",2017,101717
"WR GRACE & CO (100%)",2017,132274
"INEOS USA LLC (100%)",2017,240188
"GREEN VALLEY CHEMICAL CORP (100%)",2017,64801
"GLAXOSMITHKLINE (100%)",2017,7136
"BASIN ELECTRIC POWER COOPERATIVE (100%)",2017,3234853
"HEXION LLC (100%)",2017,3070
"HOLLYFRONTIER CORP (100%)",2017,552717
"THE SINCLAIR COS (100%)",2017,289848
"HONEYWELL INTERNATIONAL INC (100%)",2017,53343
"HONEYWELL INTERNATIONAL INC (100%)",2017,17643
"HONEYWELL INTERNATIONAL INC (100%)",2017,134236
"HONEYWELL INTERNATIONAL INC (100%)",2017,431503
"HUNT CONSOLIDATED INC (100%)",2017,198450
"Huntsman Petrochemical LLC (100%)",2017,52761
"HOLLYFRONTIER CORP (100%)",2017,102679
"ICL-PPLP (ICL PERFORMANCE PRODUCTS LP) (100%)",2017,49250
"ISLAND ENERGY INVESTOR HOLDINGS (100%)",2017,4881
"INTERNATIONAL FLAVORS & FRAGRANCES INC (100%)",2017,36739
"OCCIDENTAL PETROLEUM CORP (100%)",2017,46120
"INEOS USA LLC (100%)",2017,59075
"INEOS USA LLC (100%)",2017,2345830
"INEOS USA LLC (100%)",2017,141406
"STYROLUTION AMERICA LLC (100%)",2017,360603
"STYROLUTION AMERICA LLC (100%)",2017,80667
"CRISTAL USA INC (100%)",2017,144044
"CRISTAL USA INC (100%)",2017,316917
"BP AMERICA INC (100%)",2017,172914
"BP AMERICA INC (100%)",2017,94348
"INGEVITY CORP (100%)",2017,24166
"INGEVITY CORP (100%)",2017,60826
"INGEVITY CORP (100%)",2017,83634
"KOCH INDUSTRIES INC (100%)",2017,1796990
"KOCH INDUSTRIES INC (100%)",2017,525095
"KOCH INDUSTRIES INC (100%)",2017,90960
"ASHLAND INC (100%)",2017,70453
"ASHLAND INC (100%)",2017,105511
"ASHLAND INC (100%)",2017,33903
"Huntsman International LLC (100%)",2017,1291508
"HUNTSMAN CORP (100%)",2017,36367
"INDORAMA VENTURES HOLDINGS LP (100%)",2017,267339
"Ingevity CORP (100%)",2017,38352
"Iowa Fertilizer Co LLC (100%)",2017,1040649
"AGRIUM US INC (100%)",2017,107507
"JR SIMPLOT CO (100%)",2017,17815
"JR SIMPLOT CO (100%)",2017,105825
"JX NIPPON CHEMICAL TEXAS INC (100%)",2017,47102
"KMCO LLC (100%)",2017,34785
"KMCO LLC (100%)",2017,30702
"KOCH INDUSTRIES INC (100%)",2017,1672354
"KOCH INDUSTRIES INC (100%)",2017,576883
"KOCH INDUSTRIES INC (100%)",2017,527100
"ARIZONA CHEMICAL CO LLC (100%)",2017,68341
"ARIZONA CHEMICAL CO LLC (100%)",2017,29543
"BASF CORP (100%)",2017,30455
"KOCH INDUSTRIES INC (100%)",2017,894311
"KOPPERS INC (100%)",2017,30964
"KOPPERS INC (100%)",2017,35688
"LANXESS CORP (100%)",2017,162553
"CHEMTURA CORP (100%)",2017,49016
"CHEMTURA CORP (100%)",2017,30446
"CHEMTURA CORP (100%)",2017,23806
"LYONDELLBASSELL (100%)",2017,75470
"ELI LILLY & CO (100%)",2017,24885
"PRAXAIR INC (100%)",2017,168250
"PRAXAIR INC (100%)",2017,1610103
"LINDE GAS NORTH AMERICA LLC (100%)",2017,584309
"LINDE GAS NORTH AMERICA LLC (100%)",2017,539885
"PRAXAIR INC (100%)",2017,74749
"PRAXAIR INC (100%)",2017,398722
"DELEK US HOLDINGS INC (100%)",2017,10453
"HUNTSMAN CORP (50%); KRONOS LOUISIANA INC (50%)",2017,265567
"BERKSHIRE HATHAWAY INC (100%)",2017,32157
"BERKSHIRE HATHAWAY INC (100%)",2017,30874
"BERKSHIRE HATHAWAY INC (100%)",2017,108900
"LUCITE INTERNATIONAL INC (100%)",2017,58417
"LYONDELLBASSELL (100%)",2017,377738
"LYONDELLBASSELL (85%); LINDE GAS NORTH AMERICA LLC (15%)",2017,3167
"LINDE GAS NORTH AMERICA LLC (100%)",2017,1371559
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2017,731481
"PDV HOLDING INC (100%)",2017,46625
"PRAXAIR INC (100%)",2017,81124
"LINDE GAS NORTH AMERICA LLC (100%)",2017,125346
"PRAXAIR INC (100%)",2017,1037419
"PRAXAIR INC (100%)",2017,720501
"PRAXAIR INC (100%)",2017,555967
"PRAXAIR INC (100%)",2017,30050
"PRAXAIR INC (100%)",2017,611018
"PRAXAIR INC (100%)",2017,1497000
"PRAXAIR INC (100%)",2017,909720
"LINDE GAS NORTH AMERICA LLC (100%)",2017,172273
"PRAXAIR INC (100%)",2017,26772
"TESORO CORP (100%)",2017,1030633
"MALLINCKRODT INC (100%)",2017,31735
"MARTIN MIDSTREAM PARTNERS LP (100%)",2017,16581
"SHELL OIL CO (100%)",2017,814465
"MERCK & CO INC (100%)",2017,69735
"MERCK & CO INC (100%)",2017,43596
"LINDE GAS NORTH AMERICA LLC (100%)",2017,842
"MEXICHEM FLUOR INC (100%)",2017,49449
"MONUMENT CHEMICAL (100%)",2017,62330
"MORTON SALT INC (100%)",2017,82819
"MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC (100%)",2017,33260
"Andeavor (100%)",2017,25358
"TESORO CORP (100%)",2017,11414
"TESORO CORP (100%)",2017,506412
"LINDE GAS NORTH AMERICA LLC (100%)",2017,35843
"LINDE GAS NORTH AMERICA LLC (100%)",2017,320285
"LINDE GAS NORTH AMERICA LLC (100%)",2017,95741
"LINDE GAS NORTH AMERICA LLC (100%)",2017,117270
"LINDE GAS NORTH AMERICA LLC (100%)",2017,84875
"LINDE GAS NORTH AMERICA LLC (100%)",2017,56859
"MERCK & CO INC (100%)",2017,243031
"METHANEX FORTIER INC (100%)",2017,770380
"MONUMENT CHEMICAL (100%)",2017,55082
"THE MOSAIC CO (100%)",2017,139353
"THE MOSAIC CO (100%)",2017,31836
"THE MOSAIC CO (100%)",2017,111777
"THE MOSAIC CO (100%)",2017,20587
"THE MOSAIC CO (100%)",2017,240646
"THE MOSAIC CO (100%)",2017,144138
"THE MOSAIC CO (100%)",2017,74072
"KOCH INDUSTRIES INC (100%)",2017,976110
"HOLLYFRONTIER CORP (100%)",2017,150259
"CABOT CORP (100%)",2017,351326
"CABOT CORP (100%)",2017,84874
"AKZO NOBEL CHEMICALS INC (100%)",2017,118268
"NOVA CHEMICALS INC (88.46%); SABIC INNOVATIVE PLASTICS HOLDING US LP (11.54%)",2017,735682
"NOVARTIS US (100%)",2017,19283
"NATURAL SODA (100%)",2017,47386
"SHELL OIL CO (100%)",2017,56160
"ABBVIE INC (100%)",2017,66884
"AKZO NOBEL CHEMICALS INC (100%)",2017,22714
"AKZO NOBEL CHEMICALS INC (100%)",2017,25996
"OCCIDENTAL PETROLEUM CORP (100%)",2017,85328
"OCCIDENTAL PETROLEUM CORP (100%)",2017,136770
"OCCIDENTAL PETROLEUM CORP (100%)",2017,31083
"OCCIDENTAL PETROLEUM CORP (100%)",2017,1778721
"OCI USA INC (100%)",2017,374733
"ONEOK PARTNERS LP (100%)",2017,13982
"OCCIDENTAL PETROLEUM CORP (100%)",2017,104356
"OCCIDENTAL PETROLEUM CORP (100%)",2017,1258158
"OCCIDENTAL PETROLEUM CORP (100%)",2017,113990
"OLIN CORP (100%)",2017,1892257
"OLIN CORP (100%)",2017,27480
"OLIN CORP (100%)",2017,12410
"OLIN CORP (100%)",2017,29826
"ORION ENGINEERED CARBONS LLC (100%)",2017,164392
"ORION ENGINEERED CARBONS LLC (100%)",2017,190168
"MONSANTO CO (100%)",2017,556777
"CABOT CORP (100%)",2017,122231
"PCS NITROGEN FERTILIZER LP (100%)",2017,1244129
"POTASH HOLDING CO INC (100%)",2017,1785426
"PCS NITROGEN FERTILIZER LP (100%)",2017,1509004
"POTASH CORP OF SASKATCHEWAN USA (100%)",2017,357789
"ASRC (100%)",2017,21694
"PFIZER INC (100%)",2017,102857
"PHILLIPS 66 (100%)",2017,250429
"PMC GROUP (100%)",2017,103777
"POET LLC (50%)",2017,109365
"PPG INDUSTRIES INC (100%)",2017,144129
"PQ CORP (100%)",2017,26234
"PRAXAIR INC (100%)",2017,36834
"LSB INDUSTRIES INC (100%)",2017,258400
"ENTERPRISE PRODUCTS PARTNERS LP (100%)",2017,48024
"GREENVILLE SERVICE CO INC (100%)",2017,38902
"PBF ENERGY CO LLC (100%)",2017,6044
"PFIZER INC (100%)",2017,45809
"PHILLIPS 66 (100%)",2017,141445
"PHILLIPS 66 (100%)",2017,276228
"PHILLIPS 66 (100%)",2017,501816
"PHILLIPS 66 (100%)",2017,173187
"TATE & LYLE INGREDIENTS AMERICAS LLC (100%)",2017,30621
"THE PROCTER & GAMBLE CO (81.3%); DTE ENERGY CO (18.7%)",2017,105261
"PROCTER & GAMBLE (100%)",2017,20822
"G2X ENERGY (100%)",2017,50818
"PAR PACIFIC HOLDINGS INC (100%)",2017,124026
"RENEWABLE ENERGY GROUP INC (100%)",2017,32378
"DOW CHEMICAL (100%)",2017,303185
"HUNTSMAN PETROCHEMICAL LLC (50%); LANXESS CORP (50%)",2017,62876
"ROUSSELOT INC (100%)",2017,40674
"E I DU PONT DE NEMOURS & CO (100%)",2017,801636
"PHILLIPS 66 (100%)",2017,148116
"SAN JOAQUIN REFINING CO INC (100%)",2017,29185
"SANOFI US (100%)",2017,35328
"SAVANNAH RIVER NUCLEAR SOLUTIONS LLC (100%)",2017,21110
"SC JOHNSON & SON INC (100%)",2017,25997
"SHELL OIL CO (100%)",2017,917053
"C-K TECH INC (100%)",2017,606007
"SI GROUP INC (100%)",2017,83047
"SI GROUP INC (100%)",2017,41348
"JR SIMPLOT CO (100%)",2017,133776
"SNF HOLDING CO (100%)",2017,63781
"SOLUTIA INC (100%)",2017,32126
"SOLVAY CHEMICALS INC (100%)",2017,46989
"STEPAN CO (100%)",2017,30957
"SUNCOR ENERGY (USA) INC (100%)",2017,188073
"SYNGENTA CORP (100%)",2017,54890
"SASOL USA CORP (100%)",2017,51972
"SASOL USA CORP (100%)",2017,780782
"AIR PRODUCTS & CHEMICALS INC (100%)",2017,19196
"SHELL OIL CO (100%)",2017,44636
"SHELL OIL CO (50%); SHELL OIL CO (50%)",2017,106220
"SOLVAY SPECIALTY POLYMERS USA LLC (100%)",2017,31028
"Solvay Holding Inc (100%)",2017,32528
"DOW CHEMICAL (100%)",2017,2957077
"Andeavor (100%)",2017,121052
"SYMRISE INC (100%)",2017,22086
"SYMRISE INC (100%)",2017,27461
"EASTMAN CHEMICAL CO (100%)",2017,51285
