"","x"
"3866","ESSITY NORTH AMERICA INC"
"3867","ESSROC CEMENT CO"
"3868","ETHANOL2000 LLP dba Poet Biorefining Binghal Lake"
"3869","ETX ENERGY LLC"
"3870","ETX Energy, LLC"
"3871","EUROFRESH, INC"
"3872","EVER-GREEN ENERGY INC"
"3873","EVER-GREEN ENERGY LLC"
"3874","EVER-GREEN ENERGY, LLC"
"3875","EVERGREEN CLEAN ENERGY CORP"
"3876","EVERGREEN ENTERPRISE HOLDINGS LLC"
"3877","EVERGREEN PACKAGING GROUP HOLDINGS INC"
"3878","EVERGY INC"
"3879","EVERSOURCE ENERGY"
"3880","EVERYWARE GLOBAL"
"3881","EVONIK CORP"
"3882","EVONIK CORPORATION"
"3883","EVONIK Corporation"
"3884","EVONIK GOLDSCHMIDT CORP"
"3885","EVONIK INDUSTRIES"
"3886","EVONIK STOCKHAUSEN, LLC"
"3887","EVRAZ INC NORTH AMERICA"
"3888","EVRAZ Inc. NA"
"3889","EWP AMERICA INC"
"3890","EXCALIBUR POWER LLC"
"3891","EXCO RESOURCES INC"
"3892","EXCO RESOURCES, INC"
"3893","EXCO RESOURCES, INC."
"3894","EXCO RESOURCES, INCORPORATED"
"3895","EXCO Resources, Inc."
"3896","EXCO/HGI JV Assets, LLC"
"3897","EXELON CORP"
"3898","EXIDE TECHNOLOGIES"
"3899","EXPERA SPECIALTY SOLUTIONS"
"3900","EXPERA SPECIALTY SOLUTIONS LLC"
"3901","EXTERRAN HOLDINGS, INC"
"3902","EXTEX OPERATING CO"
"3903","EXTRACTION OIL & GAS INC"
"3904","EXXON MOBIL CORP"
"3905","EXXON MOBIL CORPORATION"
"3906","EXXONMOBIL CORP"
"3907","EXXONMOBIL PRODUCTION COMPANY - Joint Interest US"
"3908","Eagle County"
"3909","Eagle County Government"
"3910","Eagle County Solid Waste and Recycling"
"3911","Eagle Materials Inc."
"3912","Eagle Materials, Inc."
"3913","Eagle Petroleum, LLC"
"3914","Eagle Rock Field Services, L.P."
"3915","Eagle Rock Operating, L.P."
"3916","EagleClaw Midstream Services, LLC"
"3917","EagleClaw Mistream Services, LLC"
"3918","EagleRidge Operating LLC"
"3919","East Bay Regional Parks District"
"3920","East Central Solid Waste Commission"
"3921","East Jordan Iron Works, Inc."
"3922","East Kansas Agri-Energy, LLC"
"3923","East Kentucky Power Cooperative"
"3924","East Penn Manufacturing co., inc."
"3925","East Tennessee Natural Gas, LLC"
"3926","East Texas Electric Cooperative, Inc."
"3927","East Texas Electrical Cooperative, Inc."
"3928","Eastern Connecticut Resource Recovery Authority"
"3929","Eastern Generation Holdings LLC"
"3930","Eastern Laramie County Solid Waste Disposal District"
"3931","Eastern Michigan University"
"3932","Eastman Chemical Co"
"3933","Eastman Chemical Company"
"3934","Eastman Kodak Company"
"3935","Ebensburg Generation LLC"
"3936","Ebensburg Power Company"
"3937","Eclipse Resources Corp"
"3938","Eco Services Operations Corp"
"3939","Eco Services Operations LLC"
"3940","EcoElectrica, LP"
"3941","EcoSouth Services of Mobile, LLC"
"3942","Ecobat"
"3943","Ecology Solutions LLC"
"3944","Ecom Atlantic, Inc"
"3945","EdgeMarc Energy Holdings LLC"
"3946","Edgeboro Inc. -  the Parent Company of the Reporting Entity (Edgeboro Disposal Inc.)"
"3947","Edgeboro Inc. - the Parent Company of the Reporting Entity (Edgeboro Disposal Inc.)"
"3948","Edgecombe County Solid Waste Department"
"3949","Edgecombe Manager, LLC"
"3950","Edgewater Generation Holdings, LLC"
"3951","Edgewater Generation LLC"
"3952","Edgewater Generation, LLC"
"3953","Edgewood Energy LLC"
"3954","Edison International"
"3955","Edison Mission Energy Company"
"3956","Edison Mission energy Company"
"3957","Effingham County Power"
"3958","Egan Hub Storage, LLC"
"3959","El Cajon Energy, LP"
"3960","El Paso Corporation"
"3961","El Paso E&P Company, LP"
"3962","El Paso Electric Company"
"3963","El Paso Midstream Investment Company, LLC"
"3964","El Paso Pipeline Partners, L.P"
"3965","El Paso Pipeline Partners, L.P."
"3966","El Paso Pipeline Partners, LP"
"3967","El Paso Pipeline Partners, LP."
"3968","El Paso Pipelines Partners, L.P."
"3969","El Paso Ruby Holding Company, L.L.C."
"3970","Elanco US INC"
"3971","Eleanor Whitcomb Robert Keady & Linda K Boyd Trustees"
"3972","Eleanor Whitcomb, Robert Keady, & Linda K Boyd Trustees"
"3973","Electric Transmission Texas LLC"
"3974","Electric Transmission Texas, LLC"
"3975","Element Resources LLC"
"3976","Elementis PLC"
"3977","Elevate Midstream Partners"
"3978","Elevation Resources LLC"
"3979","Elgin Energy Center LLC"
"3980","Elgin Energy Center, LLC"
"3981","Eli Lilly & Company"
"3982","Eli Lilly and Company"
"3983","Elk River Public Utility District"
"3984","Elkhart County Landfill"
"3985","Elliott Construction Company"
"3986","Ellwood Group"
"3987","Ellwood Group Inc."
"3988","Ellwood Group, Inc."
"3989","Elm Ridge Exploration Company, LLC"
"3990","Elmwood Park Power LLC"
"3991","Emera U. S. Holdings, Inc."
"3992","Emera U.S. Holdings Inc."
"3993","Emera US Holdings Inc."
"3994","Emerald Lake Capital Management"
"3995","Emerald Performance Materials, LLC"
"3996","Emery Oleochemicals LLC"
"3997","Emory University"
"3998","Empeco IV, LLC and USPF II Ferndale Holdings, LLC"
"3999","Empire Acquisition, LLC"
"4000","EnLink Midstream"
"4001","EnLink Midstream Services LLC"
"4002","EnLink Midstream Services, LLC"
"4003","EnLink Midstream Services, LLP"
"4004","EnLink North Texas Gathering, LP"
"4005","EnLink North Texas Pipeline, LP"
"4006","EnLink Permian, LLC"
"4007","EnLink Texas Processing, LP"
"4008","EnVen Energy Ventures LLC"
"4009","Enbridg Energy Partners, L.P."
"4010","Enbridge (U.S.) Inc."
"4011","Enbridge (US) INC"
"4012","Enbridge (US) Inc"
"4013","Enbridge Energy Partners"
"4014","Enbridge Energy Partners LP"
"4015","Enbridge Energy Partners, L.P."
"4016","Enbridge Energy Patners, L.P."
"4017","Enbridge Inc"
"4018","Enbridge US Inc."
"4019","Enbridge US, Inc"
"4020","Encana Oil & Gas (USA) Inc."
"4021","Encana Oil and Gas (USA) Inc."
"4022","Endeavor Energy Resources LP"
"4023","Endicott Clay Products Co"
"4024","Enduring Resources"
"4025","EneerVest Operating, LLC"
"4026","EnerVest Operating, LLC"
"4027","Energen Corporation"
"4028","Energetix LLC"
"4029","Energy Capital Partners"
"4030","Energy Capital Partners III, LLC"
"4031","Energy Capitol Partners III, LLC."
"4032","Energy Capitol Partners LLC"
"4033","Energy Capitol Partners, LLC"
"4034","Energy Corporation of America"
"4035","Energy Harbor Generation LLC"
"4036","Energy Management Inc."
"4037","Energy Operations Group, LLC"
"4038","Energy Partners of Delaware, Ltd."
"4039","Energy Power Investment CO, LLC"
"4040","Energy Resource Technology, Inc."
"4041","Energy Systems Co."
"4042","Energy Transfer LP"
"4043","Energy Transfer Partners LP"
"4044","Energy Transfer Partners, LP"
"4045","Energy XXI GOM LLC"
"4046","Energy XXI GOM, LLC"
"4047","Energy XXI Onshore LLC"
"4048","EnergyQuest II LLC"
"4049","EnergyTransfer Partners, L.P."
"4050","Enerplus Resources Corporation"
"4051","Enerprise Field Services, LLC"
"4052","Enerven Compression, LLC"
"4053","Enervest Management Partners, Ltd."
"4054","Enervest Operating, L.L.C."
"4055","Enervest Operating, LLC"
"4056","Enervest Operating, LLC."
"4057","Eni Petroleum Co. Inc."
"4058","Eni Petroleum US LLC"
"4059","Eni US Operting Company Incorporated"
"4060","Enid, Oklahoma"
"4061","Enkei America, Inc."
"4062","Enlink Midstream Services, LLC"
"4063","Enlink Midstream, LLC"
"4064","Enogex Holdings LLC"
"4065","Enpower Corp"
"4066","Enpower Corp."
"4067","Enpowercorp"
"4068","Ensight IV Energy Management"
"4069","Ensign Natural Resources LLC"
"4070","Entegra Power Group"
"4071","Entergy"
"4072","Entergy Corporation"
"4073","Enterprise Field Services, LLC"
"4074","Enterprise Gas Processing, LLC"
"4075","Enterprise Hydrocarbons LP"
"4076","Enterprise Hydrocarbons, L.P."
"4077","Enterprise Hydrocarbons, LP"
"4078","Enterprise Products LLC"
"4079","Enterprise Products Operating LLC"
"4080","Enterprise Products Operating LP"
"4081","Enterprise Products Operating, L.P."
"4082","Enterprise Products Operating, LLC"
"4083","Enterprise Products Operating, LP"
"4084","Enterprise South Texas Gathering, L.P."
"4085","Enterprise South Texas Gathering, LP"
"4086","Enterprise hydrocarbons, L.P."
"4087","Enviro Solutions Inc."
"4088","Environmental Logistics Services, LLC"
"4089","Epic Midstream LLC"
"4090","Epsilon Power Partners, LLC (Atlantic Power Generation"
"4091","Epsilon Power Partners, LLC (Atlantic Power Generation)"
"4092","Equal Energy"
"4093","EquiPower Resources Corp"
"4094","EquiPower Resources Corp."
"4095","Equilon Enterprises LLC dba Shell Oil Products US"
"4096","Equinor Gulf of Mexico LLC"
"4097","Equinor US Holdings Inc"
"4098","Equitrans Midstream"
"4099","Equity Charter Municipalities"
"4100","Equus Power 1, LP"
"4101","Erachem Comilog, Inc."
"4102","Eramet Marietta Inc."
"4103","Ergon"
"4104","Ergon Inc."
"4105","Ergon, Inc"
"4106","Ergon, Inc."
"4107","Erie Coke Corporation"
"4108","Erie County Board of Commissioners"
"4109","Ervin Industires Inc"
"4110","Erving Industries"
"4111","Escambia Asset Co. LLC"
"4112","Escambia County Board of County Commissioners"
"4113","Escambia County Environmental Corporation"
"4114","Escondido Energy Center, LLC"
"4115","Escondido Resources"
"4116","Essential Power, LLC"
"4117","Essential Utilities, Inc"
"4118","Essity Professional Hygiene North America"
"4119","Essity Professional Hygiene North America LLC"
"4120","Essroc Cement Company"
"4121","Essroc Cement Corporation"
"4122","Essroc Italcementi Group"
"4123","Eurofresh, Inc."
"4124","Ever-Green Energy, LLC"
"4125","Evergreen Clean Energy Corporation"
"4126","Evergreen Enterprise Holdings LLC"
"4127","Evergreen Enterprise Holdings LLC, a Georgia LLC"
"4128","Evergreen Packaging Group Holdings Inc"
"4129","Eversource Energy"
"4130","Everyware Global"
"4131","Evolve Transition Infrastructure LP"
"4132","Evonik Corp"
"4133","Evonik Corporation"
"4134","Evonik Degussa Corp"
"4135","Evonik Degussa Corporation"
"4136","Evonik Goldschmidt Corporation"
"4137","Evonik Stockhausen, LLC"
"4138","Evraz Inc. NA"
"4139","Excalibur Power, LLC"
"4140","Excide Technologies"
"4141","Exelon"
"4142","Exelon Corp"
"4143","Exelon Corporation"
"4144","Exide Technologies"
"4145","Expera Specialty Solutions"
"4146","Expera Specialty Solutions, LLC"
"4147","Exterran Holdings, Inc."
"4148","Exterran Holdins, Inc."
"4149","Extex Operating CO"
"4150","Extraction Oil & Gas Inc"
"4151","Extraction Oil & Gas, LLC"
"4152","Exxon Mobil Corp"
"4153","Exxon Mobil Corporation"
"4154","Exxon Mobil Oil Corporation"
"4155","Exxon Mobil Production Company"
"4156","ExxonMobil"
"4157","ExxonMobil Corporation"
"4158","FAIRBANKS NORTH STAR BOROUGH"
"4159","FAIRBANKS SEWER & WATER"
"4160","FAIRBANKS SEWER & WATER INC"
"4161","FAIRCHILD SEMICONDUCTOR CORP"
"4162","FAIRFAX COUNTY GOVERNMENT"
"4163","FAIRMOUNT MINERALS LTD."
"4164","FAIRMOUNT SANTROL INC"
"4165","FAIRMOUNT SANTROL INC."
"4166","FAIRWAY RESOURCES LLC"
"4167","FAMILY & ESTATE OF WALTER SCOTT JR"
"4168","FANJUL CORP"
"4169","FARBEST FOODS INC"
"4170","FARMERS UNION INDUSTRIES LLC"
"4171","FARMLAND FOODS INC"
"4172","FASKEN OIL & RANCH LTD"
"4173","FASKEN OIL AND RANCH, LTD"
"4174","FCA NORTH AMERICA HOLDINGS LLC"
"4175","FCA US LLC"
"4176","FDL OPERATING LLC"
"4177","FDL OPERATING, LLC"
"4178","FELIX ENERGY HOLDINGS II LLC"
"4179","FELMAN PRODUCTION INC"
"4180","FELMAN PRODUCTION LLC"
"4181","FIBER INDUSTRIES LLC"
"4182","FIBERWEB INC"
"4183","FIBREK INC"
"4184","FIELD STARTEX SERVICES LLC"
"4185","FIELDWOOD ENERGY LLC"
"4186","FIELDWOOD HOLDINGS LLC"
"4187","FIML Natural Resources, LLC"
"4188","FINKL & SONS CO"
"4189","FIRESTONE POLYMERS LLC"
"4190","FIREWATER LLC"
"4191","FIRST QUALITY ENTERPRISES INC"
"4192","FIRST QUALITY TISSUE LLC"
"4193","FIRST QUALITY TISSUE, LLC"
"4194","FIRSTENERGY CORP"
"4195","FIRSTENERGY GENERATION CORP"
"4196","FIVE PART DEVELOPMENT LLC"
"4197","FJ MANAGEMENT"
"4198","FJ MANAGEMENT INC"
"4199","FJ Management Inc."
"4200","FL Rich Gas Services LP"
"4201","FLAKEBOARD AMERICA LTD"
"4202","FLAMBEAU RIVER PAPERS LLC"
"4203","FLATHEAD COUNTY SOLID WASTE"
"4204","FLIQ COMMON FACILITIES LLC"
"4205","FLIQ Common Facilities, LLC"
"4206","FLORIDA CRYSTALS CORP"
"4207","FLORIDA GAS TRANSMISSION CO"
"4208","FLORIDA GAS TRANSMISSION COMPANY"
"4209","FLORIDA MUNICIPAL POWER AGENCY"
"4210","FLORIDA POWER & LIGHT CO"
"4211","FLORIDA STATE UNIVERSITY"
"4212","FLORIM USA INC"
"4213","FLOYD COUNTY BOARD OF COMMISSIONER"
"4214","FLOYD COUNTY BOARD OF COMMISSIONERS"
"4215","FLYWHEEL ENERGY"
"4216","FLYWHEEL ENERGY LLC"
"4217","FMC CORP"
"4218","FMC Corp"
"4219","FMC Corporate"
"4220","FMC Corporation"
"4221","FMR LLC"
"4222","FOOTPRINT POWER SALEM HARBOR DEVELOPMENT LP"
"4223","FOOTPRINT POWER SALEM HARBOR DEVELOPMENT, LP"
"4224","FORD MOTOR CO"
"4225","FORESIGHT ENERGY LP"
"4226","FORESIGHT ENERGY SERVICES LLC"
"4227","FORESIGHT RESERVES LP"
"4228","FOREST PRESERVE DISTRICT OF DU"
"4229","FOREST PRESERVE DISTRICT OF DUPAGE COUNTY"
"4230","FOREST VIEW LANDFILL LLC"
"4231","FORGE ENERGY II"
"4232","FORMENTERA OPERATIONS LLC"
"4233","FORMOSA PLASTICS CORP USA"
"4234","FORTERRA INC"
"4235","FORTERRA US HOLDINGS LLC"
"4236","FORTIGEN LLC"
"4237","FORTISTAR LLC"
"4238","FORTRESS INVESTMENT GROUP"
"4239","FOSTER FARMS"
"4240","FOSTER POULTRY FARMS"
"4241","FOSTER WHEELER POWER SYSTEMS"
"4242","FOSTER WHEELER POWER SYSTEMS INC"
"4243","FOUNDATION ENERGY CO"
"4244","FOUNDATION ENERGY MANAGEMENT LLC"
"4245","FOUR CORNERS AQUISITIONS LLC"
"4246","FOUR S OIL CO INC"
"4247","FOUR WINDS MIDSTREAM LLC"
"4248","FOUR-S OIL CO"
"4249","FOURPOINT ENERGY LLC"
"4250","FOX RIVER VALLEY ETHANOL LLC"
"4251","FPL Energy Lamar Power"
"4252","FPL Energy Operation Services, Inc"
"4253","FPL GROUP INC"
"4254","FPLE FORNEY LLC"
"4255","FPLE Forney LLC"
"4256","FPLE LAMAR POWER (PARIS)"
"4257","FPLE Lamar Power (Paris)"
"4258","FR Onshore AIV, L.P."
"4259","FR&S Inc"
"4260","FRANKLIN COUNTY"
"4261","FRANKLIN MOUNTAIN ENERGY LLC"
"4262","FRED WEBER INC"
"4263","FREDERICK COUNTY BOARD OF COUNTY COMMISSIONERS"
"4264","FREDERICK COUNTY DEPARTMENT OF PUBLIC WORKS"
"4265","FREEPORT ELECTRIC"
"4266","FREEPORT LNG DEVELOPMENT LP"
"4267","FREEPORT LNG DEVELOPMENT, LP"
"4268","FREEPORT MCMORAN COPPER & GOLD"
"4269","FREEPORT-MCMORAN INC"
"4270","FREEPORT-MCMORAN OIL AND GAS, LLC"
"4271","FREESCALE SEMICONDUCTOR HOLDINGS V INC"
"4272","FREESCALE SEMICONDUCTOR INC"
"4273","FRESENIUS MEDICAL CARE"
"4274","FRESENIUS MEDICAL CARE HOLDINGS INC"
"4275","FRESENIUS MEDICAL CARE NORTH AMERICA"
"4276","FRESNO COGEN INC"
"4277","FRESNO POWER INVESTORS LP"
"4278","FRIENDSWOOD ENERGY GENCO LLC"
"4279","FRONT RANGE ENERGY LLC"
"4280","FRONTERA GENERATION LP"
"4281","FRONTERA HOLDINGS LLC"
"4282","FTAI INFRASTRUCTURE INC"
"4283","FTL CAPITAL PARTNERS LLC"
"4284","FTL Capital Partners LLC"
"4285","FUEL"
"4286","FUJIFILM HOLDINGS AMERICA CORP"
"4287","FUJIFILM Holdings America Corporation"
"4288","FULLSTREAM ENERGY HOLDINGS LLC"
"4289","FULTON COUNTY DEPARTMENT OF SOLID WASTE"
"4290","FULTON COUNTY GEORGIA"
"4291","FUTAMURA USA INC"
"4292","FUTUREFUEL CORP"
"4293","FUYAO GLASS AMERICA INC"
"4294","FUYAO GLASS ILLINOIS INC"
"4295","Fairbanks North Star Borough"
"4296","Fairbanks Sewer and Water"
"4297","Fairchild Semiconductor"
"4298","Fairchild Semiconductor Corp"
"4299","Fairfax Country Government"
"4300","Fairfax County Government"
"4301","Famcor Oil, Inc."
"4302","Family & Estate of Walter Scott Jr"
"4303","Farbest Foods INC"
"4304","Farbest Foods, Inc."
"4305","Farmers Union Industries, LLC"
"4306","Farmland Foods, Inc."
"4307","Fauquier County"
"4308","Fauquier County, Virginia"
"4309","Fayette County SLF & Recycling"
"4310","Fayette County Transfer Station"
"4311","Felix Energy Holdings II LLC"
"4312","Felix Energy, LLC"
"4313","Felman Production, Inc."
"4314","Fiber Industries LLC"
"4315","Fibrek"
"4316","Fibrek U.S. Inc."
"4317","Fieldwood Energy, LLC"
"4318","Finkl-Steel"
"4319","Firebird Energy LLC"
"4320","Firestone Polymers LLC"
"4321","Firestone Polymers, LLC"
"4322","First Quality Tissue, LLC"
"4323","First Reserve Fund XI, L.P."
"4324","FirstEnergy"
"4325","FirstEnergy Generation, LLC"
"4326","Five Part Development, LLC"
"4327","Flakeboard  America Limited"
"4328","Flakeboard America"
"4329","Flakeboard America Limited"
"4330","Flambeau River Papers LLC"
"4331","Flathead County Solid Waste"
"4332","Florida Crystals Corporation"
"4333","Florida Gas Transmission Company"
"4334","Florida Municipal Power Agency"
"4335","Florida Power & Light Co (FPL)"
"4336","Florida Power Development (FPD), LLC"
"4337","Florida Power and Light Company"
"4338","Florida State University"
"4339","Florim USA Inc."
"4340","Floyd County Board of Commissioners"
"4341","Flywheel Energy"
"4342","Footprint Power Salem Harbor Operations LLC"
"4343","Ford County"
"4344","Ford County Government"
"4345","Ford Motor Company"
"4346","Foresight Energy Services, LLC"
"4347","Foresight Reserves, LP"
"4348","Forest Oil Corporation"
"4349","Forest Preserve District of DuPage County"
"4350","Forest Preserve District of Dupage County"
"4351","Forest Preserve District of Dupage county"
"4352","Forest View Landfill, LLC"
"4353","Forge Energy II"
"4354","Formentera Operations, LLC"
"4355","Formosa Hydrocarbons Company, Inc."
"4356","Formosa Plastics Corp, USA"
"4357","Formosa Plastics Corporation"
"4358","Formosa Plastics Corporation USA"
"4359","Formosa Plastics Corporation, USA"
"4360","Forterra"
"4361","Fortigen LLC"
"4362","Fortistar"
"4363","Fortistar Biomass Group"
"4364","Fortistar Channelview LLC"
"4365","Fortistar Methane Group"
"4366","Fortistar North Tonawanda, Inc."
"4367","Fortress Investment Group"
"4368","Fortress Transportation & Infrastructure Investors LLC"
"4369","Fortune Brands Corp."
"4370","Fortune Brands Inc."
"4371","Foster Poultry Farms"
"4372","Foster Wheeler Power Systems"
"4373","Fostoria Ethanol LLC"
"4374","Foundation Energy Company"
"4375","Four Corners Aquisition, LLC"
"4376","Four-S Oil CO"
"4377","Four-S Oil Company"
"4378","FourPoint Energy, LLC"
"4379","Fox River Valley Ethanol, LLC"
"4380","Franklin County"
"4381","Franklin County Solid Waste Department"
"4382","Franklin Mountain Energy 3, LLC"
"4383","Franklin Mountain Energy, LLC"
"4384","Fred Weber"
"4385","Frederick County Board Of County Commissioners"
"4386","Frederick County Board of County Commissioners"
"4387","Frederick County Department of Public Works"
"4388","Freeport Electric"
"4389","Freeport McMoRan Copper & Gold, Inc."
"4390","Freeport-McMoRan Copper & Gold"
"4391","Freeport-McMoRan Copper and Gold"
"4392","Freeport-McMoRan Oil & Gas"
"4393","Freeport-McMoRan Oil & Gas LLC"
"4394","Freeport-McMoRan, Inc"
"4395","Freeport-McMoran Copper & Gold Energy Services, LLC"
"4396","Freescale Semiconductor"
"4397","Fresenius Medical Care North America"
"4398","Fresno Cogen Inc"
"4399","Fresno Cogeneration Partners, LP"
"4400","Fresno Power Investors LP"
"4401","Friendswood Energy Genco LLC"
"4402","Frito-Lay, Inc."
"4403","Front Range Energy"
"4404","Frontera Generation LP"
"4405","Frontier Ethanol dba POET Biorefining- Gowrie"
"4406","Frontier Refining & Marketing"
"4407","Fullstream Energy Holdings LLC"
"4408","Fulton County Department of Solid Waste"
"4409","Fulton County Georgia"
"4410","Fusion Paperboard - Connecticut, LLC"
"4411","FutureFuel Corporation"
"4412","Fuyao Glass Illinois Inc"
"4413","G & W ELECTRIC CO"
"4414","G & W Electric Company"
"4415","G HOLDINGS LLC"
"4416","G2X ENERGY"
"4417","GALESI GROUP"
"4418","GALEY & LORD INDUSTRIES LLC"
"4419","GALLATIN COUNTY SOLID WASTE MANAGEMENT DISTRICT"
"4420","GALLATIN STEEL COMPANY"
"4421","GALLIA COUNTY COMMISSIONERS"
"4422","GARRETT COUNTY GOVERNMENT"
"4423","GAS NATURAL INC"
"4424","GAS TRANSMISSION SERVICE CO LLC"
"4425","GASTON COUNTY GOVERNMENT"
"4426","GBC Metals, LLC"
"4427","GBK CORP"
"4428","GCC A"
"4429","GCC America"
"4430","GCC OF AMERICA"
"4431","GCC OF AMERICA INC"
"4432","GCC Rio Grande, INc."
"4433","GCC Rio Grande, Inc."
"4434","GDF SUEZ ENERGY NA INC"
"4435","GDF SUEZ ENERGY NORTH AMERICA INC"
"4436","GDF SUEZ ENERGY North America"
"4437","GDF SUEZ Energy Generation NA, Inc."
"4438","GDF SUEZ Energy NA Inc"
"4439","GDF SUEZ Energy North Amarica, Inc"
"4440","GDF SUEZ Energy North America"
"4441","GDF SUEZ Energy North America Inc."
"4442","GDF SUEZ Energy North America, Inc"
"4443","GDF SUEZ Energy North America, Inc."
"4444","GDF SUEZ North America"
"4445","GDF SUEZ North America, Inc."
"4446","GDF Suez Energy Generation NA, Inc."
"4447","GDF Suez Energy NA"
"4448","GDF Suez Energy North America Inc."
"4449","GDF Suez Energy North America, Inc."
"4450","GDF Suez North America"
"4451","GE"
"4452","GE Commercial Finance - Energy Financial Services"
"4453","GE Energy Financial Services"
"4454","GEISINGER HEALTH"
"4455","GEISINGER HEALTH SYSTEMS FOUNDATION"
"4456","GELITA NA INC"
"4457","GELITA NORTH AMERICA INC"
"4458","GELITA North America Inc."
"4459","GELITA North America, Inc."
"4460","GENENTECH INC"
"4461","GENERAL CABLE CORP"
"4462","GENERAL ELECTRIC AIRCRAFT ENGINES"
"4463","GENERAL ELECTRIC CO"
"4464","GENERAL ELECTRIC CO (GE CO)"
"4465","GENERAL MILLS INC"
"4466","GENERAL MOTORS CO"
"4467","GENERAL MOTORS LLC"
"4468","GENERATION HOLDINGS LP"
"4469","GENERIS BUYER INC"
"4470","GENERIS HOLDINGS LP"
"4471","GENESIS ENERGY LP"
"4472","GENESIS ENERGY, LP"
"4473","GENEVA NITROGEN LLC"
"4474","GENON ENERGY INC"
"4475","GENON ENERGY, INC"
"4476","GENON HOLDINGS INC"
"4477","GENON HOLDINGS LLC"
"4478","GENTEX POWER CORP"
"4479","GEO R BROWN PARTNERSHIP LP"
"4480","GEO R BROWN PTNR LP"
"4481","GEORGE GOODRICH"
"4482","GEORGETOWN COUNTY SOUTH CAROLINA"
"4483","GEORGIA ENERGY COOP"
"4484","GEORGIA GULF CORP"
"4485","GEORGIA TRANSMISSION CORP"
"4486","GEORGIAN AMERICAN ALLOYS INC"
"4487","GEOSOUTHERN ENERGY CORP"
"4488","GEPIF III LEXINGTON INVESTCO LP"
"4489","GEPIF III Lexington Investco, LP"
"4490","GERDAU"
